question,worker,answer
33,1,0
23,2,1
10,2,1
49,4,1
97,2,0
75,3,1
2,5,0
37,2,1
16,2,1
57,1,0
7,1,1
33,4,0
56,2,1
42,2,1
72,5,1
81,3,1
28,1,1
59,5,1
36,5,0
34,5,1
31,3,1
22,1,1
21,4,0
62,1,1
20,5,0
61,3,1
72,2,0
35,4,0
31,2,0
23,1,1
96,3,0
74,2,0
46,1,0
51,4,1
43,1,0
94,1,0
63,2,1
14,4,1
92,3,1
13,5,0
0,5,1
15,3,1
55,2,0
34,3,0
77,5,1
3,1,1
13,4,0
71,2,0
68,5,1
6,1,1
87,2,1
28,5,1
35,1,1
3,2,0
14,2,0
92,2,1
32,3,1
3,5,0
2,4,0
79,4,0
79,1,1
29,1,1
17,4,1
64,2,0
99,5,1
4,3,1
53,5,0
38,2,1
85,2,1
37,3,1
5,3,1
1,4,1
6,2,1
94,2,0
30,5,1
19,4,1
70,1,1
77,1,0
26,3,1
40,3,0
17,1,1
35,2,1
32,4,0
96,1,0
51,2,1
70,5,1
84,4,1
60,5,1
1,1,1
76,2,1
39,2,1
63,3,0
92,4,1
50,2,0
81,1,0
6,5,1
72,1,0
49,5,1
25,3,1
25,4,1
7,2,0
95,1,0
31,1,1
45,3,1
10,1,0
74,1,0
86,5,0
69,2,0
8,2,1
7,3,0
20,1,0
0,1,1
74,4,0
97,1,0
46,4,1
72,3,0
71,4,0
32,5,1
91,3,1
63,4,1
7,5,1
56,5,0
0,4,1
86,2,0
83,2,1
88,1,0
14,5,1
54,5,1
92,5,1
11,4,1
58,2,1
9,1,1
27,4,0
43,5,1
78,2,1
0,2,1
58,5,1
47,5,0
9,5,1
35,3,1
21,2,0
42,4,1
66,3,0
44,1,0
19,1,0
95,3,0
15,4,0
71,1,0
27,3,1
83,5,0
65,2,1
59,1,0
41,3,1
26,4,1
77,3,0
93,3,1
55,4,1
79,3,0
86,4,0
8,1,1
75,5,1
23,5,1
69,4,0
95,4,1
90,2,1
45,5,0
49,2,1
34,1,0
10,3,1
54,2,0
93,4,1
91,1,1
16,1,1
99,3,1
40,2,1
80,2,0
93,5,1
60,1,0
57,5,0
66,2,1
88,2,0
29,5,1
54,1,1
47,2,1
39,1,1
65,3,1
10,4,0
26,1,1
20,4,0
11,5,1
75,4,1
80,3,1
47,1,0
44,4,1
93,1,1
36,1,0
12,1,0
38,4,0
33,2,0
53,2,0
51,1,0
1,2,0
59,2,0
62,4,1
70,2,1
43,2,1
58,4,1
96,5,0
16,5,1
78,1,0
61,5,0
96,2,0
24,4,0
22,2,1
78,4,1
94,3,0
75,2,1
40,5,1
5,2,1
18,3,0
84,2,1
76,3,1
84,3,1
90,3,0
98,2,1
55,1,0
81,2,0
65,1,1
50,3,0
12,4,0
52,2,0
43,3,0
73,5,0
29,4,1
38,1,1
88,3,0
92,1,0
36,4,0
13,3,0
71,5,0
50,4,0
65,5,1
52,3,0
5,1,1
23,3,0
49,3,1
15,5,0
19,5,1
18,1,1
51,5,1
64,4,0
68,2,1
86,3,0
27,2,1
48,5,0
51,3,1
57,3,0
69,1,0
9,4,1
79,2,1
33,5,0
18,2,1
25,2,1
67,2,1
46,2,1
13,2,0
15,2,0
80,4,1
70,4,1
87,4,0
5,5,1
56,4,1
32,1,1
