question,worker,answer
344,2,1
344,4,0
0,2,0
0,4,0
346,3,0
346,2,0
347,2,1
347,3,0
340,2,0
340,3,0
341,2,0
341,4,1
342,4,1
342,3,1
343,3,0
343,2,0
348,2,0
348,4,0
349,2,0
349,4,0
298,4,0
298,3,0
299,2,1
299,3,1
296,2,1
296,3,1
297,4,1
297,2,0
294,4,1
294,3,1
295,4,0
295,3,1
292,2,0
292,3,0
293,4,0
293,3,1
290,2,0
290,4,1
291,4,0
291,2,1
199,2,0
199,3,1
198,4,0
198,2,0
195,2,0
195,3,1
194,2,1
194,3,0
197,2,0
197,3,1
196,3,0
196,2,1
191,4,1
191,3,1
190,4,1
190,2,1
193,4,0
193,2,1
192,2,0
192,4,0
270,4,1
270,2,1
271,3,1
271,2,1
272,4,0
272,2,0
273,2,1
273,4,1
274,2,1
274,4,0
275,3,1
275,2,0
276,2,1
276,3,0
277,4,0
277,2,0
278,4,1
278,2,1
279,3,1
279,4,0
449,4,1
449,2,1
448,3,1
448,2,1
443,4,0
443,2,1
442,2,0
442,4,0
441,4,0
441,2,1
440,2,0
440,3,0
447,2,0
447,4,0
446,3,1
446,4,0
445,3,0
445,4,1
444,2,1
444,4,0
108,4,0
108,3,0
109,3,1
109,4,1
102,3,1
102,2,1
103,3,1
103,2,0
100,2,1
100,3,0
101,4,0
101,2,1
106,3,1
106,4,1
107,4,1
107,2,1
104,3,0
104,4,0
105,4,0
105,2,0
39,3,1
39,4,1
38,4,1
38,2,1
33,3,0
33,4,0
32,4,1
32,2,1
31,2,0
31,4,0
30,2,0
30,3,0
37,3,0
37,2,0
36,3,0
36,4,0
35,4,0
35,3,1
34,2,1
34,4,0
438,4,0
438,2,0
439,4,1
439,3,0
436,4,1
436,3,0
437,4,0
437,3,0
434,3,1
434,2,0
435,3,0
435,4,1
432,4,1
432,2,0
433,2,1
433,3,1
430,3,0
430,2,1
431,4,1
431,2,1
339,4,0
339,2,1
338,3,1
338,2,1
335,4,0
335,2,0
334,4,1
334,3,0
337,3,0
337,4,0
336,2,1
336,3,0
331,3,1
331,4,1
330,3,1
330,4,1
333,2,0
333,3,0
332,4,1
332,3,1
345,4,1
345,3,1
6,4,1
6,3,1
99,3,1
99,4,1
98,2,1
98,4,0
91,3,0
91,4,1
90,4,0
90,2,0
93,3,0
93,2,1
92,2,0
92,4,0
95,3,1
95,4,0
94,3,1
94,2,1
97,3,0
97,4,1
96,4,1
96,2,1
238,3,1
238,4,1
239,3,1
239,4,1
234,4,1
234,2,1
235,4,1
235,3,1
236,3,0
236,2,0
237,3,0
237,4,0
230,4,1
230,3,0
231,3,0
231,4,0
232,4,1
