question,worker,answer
451_WTX001-B42-15,input.att0010gbt,0
451_WTX001-B42-15,input.PuShortAuth,0
451_WTX001-B42-15,input.rmitNFGweb,0
451_WTX001-B40-99,input.xvsmtitle,0
451_WTX001-B40-99,input.Mer9WtdMr,0
451_WTX001-B40-99,input.apl9td,0
451_WTX001-B23-336,input.NRKprf20,0
451_WTX001-B23-336,input.uwmt9w10g2,0
451_WTX001-B23-336,input.ric9dpn,0
451_WTX001-B41-129,input.jscbt9wls1,0
451_WTX001-B41-129,input.CWI0002,0
451_WTX001-B41-129,input.Sab9web5,0
451_WTX001-B08-58,input.NENRtm,0
451_WTX001-B08-58,input.PuShortWAuth,0
451_WTX001-B08-58,input.Scai9Web2,0
451_WTX001-B39-260,input.jscbt9wcs1,0
451_WTX001-B39-260,input.PuLongAuth,0
451_WTX001-B39-260,input.NENRtmLpas,0
451_WTX001-B17-53,input.uwmt9w10g3,0
451_WTX001-B17-53,input.pir0Wtd2,0
451_WTX001-B17-53,input.rmitNFLweb,0
451_WTX001-B27-367,input.hum9tde,0
451_WTX001-B27-367,input.ric9dpxL,0
451_WTX001-B27-367,input.NENRtmLpas,0
451_WTX002-B01-101,input.att0010gbe,0
451_WTX002-B01-101,input.Sab9web4,0
451_WTX002-B01-101,input.Mer9WtdMr,0
451_WTX001-B06-78,input.Sab9web1,0
451_WTX001-B06-78,input.PuShortBase,0
451_WTX001-B06-78,input.uwmt9w10g5,0
