question,worker,answer
clueweb09-en0001-19-03616,w113,1
clueweb09-en0001-19-03616,w32,0
clueweb09-en0011-38-18524,w32,0
clueweb09-en0011-38-18524,w451,1
clueweb09-en0004-00-09620,w153,1
clueweb09-en0004-00-09620,w704,1
clueweb09-en0007-20-24224,w320,0
clueweb09-en0007-20-24224,w108,1
clueweb09-en0005-41-01643,w106,1
clueweb09-en0005-41-01643,w137,0
clueweb09-en0008-13-16332,w556,1
clueweb09-en0008-13-16332,w294,1
clueweb09-en0000-21-18914,w32,1
clueweb09-en0000-21-18914,w280,1
clueweb09-en0009-82-39366,w684,0
clueweb09-en0009-82-39366,w153,1
clueweb09-en0007-55-10816,w683,0
clueweb09-en0007-55-10816,w688,1
clueweb09-en0008-38-13162,w394,1
clueweb09-en0008-38-13162,w488,0
clueweb09-en0004-98-00139,w108,1
clueweb09-en0004-98-00139,w425,1
clueweb09-en0002-05-37920,w280,1
clueweb09-en0002-05-37920,w236,1
clueweb09-enwp01-17-07013,w121,0
clueweb09-enwp01-17-07013,w113,0
clueweb09-enwp02-14-14436,w121,1
clueweb09-enwp02-14-14436,w196,1
clueweb09-en0005-65-43696,w236,1
clueweb09-en0005-65-43696,w103,1
clueweb09-enwp00-47-04375,w108,1
clueweb09-enwp00-47-04375,w102,0
clueweb09-en0004-59-28610,w105,1
clueweb09-en0004-59-28610,w101,1
clueweb09-en0003-42-16296,w28,0
clueweb09-en0003-42-16296,w675,0
clueweb09-en0009-45-34398,w101,1
clueweb09-en0009-45-34398,w101,1
clueweb09-enwp03-01-08447,w394,1
clueweb09-enwp03-01-08447,w339,1
clueweb09-en0006-53-12448,w688,0
clueweb09-en0006-53-12448,w690,0
clueweb09-en0002-91-14529,w108,1
clueweb09-en0002-91-14529,w475,1
clueweb09-en0009-45-34391,w692,1
clueweb09-en0009-45-34391,w589,1
clueweb09-en0009-45-34394,w691,1
clueweb09-en0009-45-34394,w497,1
clueweb09-enwp00-49-10898,w154,1
clueweb09-enwp00-49-10898,w152,1
clueweb09-en0010-57-36744,w205,0
clueweb09-en0010-57-36744,w682,0
