question,worker,answer
252,2,1
142,4,1
433,4,0
445,2,0
376,2,0
267,3,1
341,2,0
482,4,0
491,3,0
168,4,0
409,4,0
297,4,1
115,3,1
93,3,0
320,3,0
384,4,0
421,4,1
270,2,1
253,4,1
158,4,1
337,3,0
145,3,1
451,3,0
54,2,1
158,3,1
451,4,0
30,4,0
283,4,0
75,4,1
212,4,0
396,2,1
347,2,1
265,2,0
464,2,1
339,4,0
264,3,0
241,3,1
284,2,0
282,2,1
333,3,0
159,3,0
238,3,0
60,3,0
130,4,0
123,4,0
106,4,1
272,3,0
488,3,0
294,3,1
71,2,1
486,3,0
464,4,1
318,3,0
117,4,0
45,4,0
201,2,1
165,2,0
458,3,0
305,2,0
90,3,1
397,4,1
78,2,1
332,4,0
437,4,1
38,4,0
474,3,0
58,4,1
67,4,1
204,2,1
489,2,0
355,4,0
475,2,1
460,3,1
214,2,1
36,4,1
51,3,0
95,2,1
249,3,0
257,3,1
358,2,0
354,2,1
76,3,1
223,3,0
149,2,0
311,4,0
143,2,0
260,3,0
493,3,0
451,2,1
488,2,1
5,2,0
497,4,1
393,2,1
28,3,0
498,3,1
97,3,1
147,2,1
148,2,1
108,4,0
300,3,0
266,4,0
86,3,0
190,3,1
145,2,0
268,3,0
349,2,0
413,4,1
38,3,0
113,3,1
227,3,0
246,4,0
325,2,1
422,3,0
357,2,0
424,3,1
307,3,1
125,2,1
74,3,1
54,4,0
58,3,1
18,4,1
236,3,0
198,2,0
429,4,0
178,3,1
72,4,0
143,4,1
247,2,1
470,3,0
170,2,1
38,2,1
175,2,1
257,2,1
124,3,1
457,4,0
326,3,1
47,2,0
161,2,0
455,4,1
465,3,1
329,2,1
163,2,0
155,4,0
222,2,1
108,2,1
33,2,1
31,3,1
0,2,0
131,4,1
150,4,1
196,3,1
207,4,1
267,2,0
380,3,0
372,4,0
57,3,1
251,4,0
256,4,1
381,2,0
67,3,0
447,3,0
117,3,1
385,3,1
469,4,0
392,3,0
151,4,1
8,4,1
115,2,0
89,3,1
237,4,1
497,2,0
21,3,1
258,2,0
127,3,0
147,4,1
180,2,0
277,3,1
393,4,0
455,3,0
170,3,0
419,2,1
232,4,1
461,3,1
277,4,1
463,3,0
367,4,0
34,3,1
495,3,0
402,4,1
18,3,0
418,3,1
156,4,1
359,4,0
466,4,0
251,3,0
28,4,1
194,3,0
4,2,1
135,4,0
147,3,0
210,3,1
63,2,0
233,3,1
133,2,1
249,2,1
339,3,0
299,3,1
11,4,0
174,3,1
79,2,1
185,2,1
139,2,1
473,2,1
382,2,1
23,3,1
163,4,0
183,4,0
134,3,0
258,4,1
232,3,0
181,4,0
42,4,0
277,2,0
363,2,1
128,2,0
121,3,1
365,3,0
19,4,1
418,4,0
441,4,1
0,3,0
329,3,1
124,2,0
452,3,1
255,3,0
100,4,1
314,4,0
479,4,1
105,3,1
340,2,0
344,4,1
286,2,0
181,3,0
446,3,1
234,4,1
84,4,0
417,4,1
25,4,1
341,3,1
227,2,1
490,3,1
339,2,1
196,4,1
205,3,1
217,3,1
253,2,1
401,3,0
445,3,1
228,4,1
287,2,1
328,3,1
334,2,1
136,2,0
171,2,1
337,2,0
466,3,0
366,4,1
192,3,0
205,2,0
132,2,0
37,2,0
107,3,1
2,3,1
356,4,0
317,3,1
34,2,0
494,2,1
488,4,0
102,2,0
461,2,1
21,4,0
73,4,0
494,3,1
183,2,1
313,3,0
420,2,1
250,2,0
391,3,1
360,3,0
443,4,1
390,2,0
301,2,1
176,3,1
139,4,0
492,2,0
104,3,0
257,4,1
125,4,1
446,4,1
453,2,0
54,3,0
415,2,0
411,4,1
50,4,1
53,2,0
304,2,0
66,2,1
221,2,0
276,2,1
383,4,1
117,2,1
473,4,1
203,3,1
375,2,0
367,3,0
429,3,1
287,4,0
411,3,1
361,4,1
325,4,0
232,2,0
118,2,0
402,3,0
129,2,1
489,3,0
279,2,0
286,4,1
230,3,1
138,4,1
424,2,0
90,4,0
376,4,1
5,4,1
465,2,0
429,2,1
116,3,0
174,2,0
428,2,0
81,2,1
351,4,0
230,4,0
440,3,1
306,2,0
322,3,0
107,2,1
285,4,0
179,3,1
25,2,0
408,3,0
450,2,0
204,4,0
427,3,0
41,4,0
445,4,0
170,4,0
9,2,1
496,2,0
314,3,1
219,3,0
27,3,0
50,2,0
264,4,1
152,3,1
93,4,0
190,2,0
100,2,0
467,3,0
264,2,0
182,2,1
457,2,1
278,3,1
47,4,1
17,4,0
120,2,1
419,4,0
156,2,0
362,4,0
136,4,1
318,2,1
297,2,0
114,2,1
262,3,1
127,2,0
166,4,1
483,4,1
394,4,1
131,3,1
53,3,0
195,4,1
300,2,0
404,3,1
354,3,0
102,4,1
244,4,1
72,3,1
200,2,1
357,3,1
62,3,1
336,4,0
449,3,1
371,3,0
104,2,1
474,4,1
435,3,1
311,3,1
121,2,0
85,3,1
278,2,0
1,2,0
421,3,0
283,3,1
296,4,0
342,3,1
398,2,0
123,3,0
415,4,1
477,3,1
496,4,1
404,2,1
153,2,0
266,3,0
22,3,0
175,3,0
479,2,0
319,3,1
79,3,1
279,4,1
273,3,1
270,4,1
29,3,1
248,4,1
220,4,1
78,3,1
91,2,0
360,2,0
68,3,0
49,3,0
90,2,0
151,2,0
48,3,1
498,2,0
427,4,1
103,2,0
377,4,1
421,2,1
427,2,1
313,2,1
411,2,0
216,4,1
425,3,1
356,3,0
43,4,1
103,4,0
71,4,0
452,4,0
211,4,0
20,4,1
487,3,0
240,4,1
349,3,0
291,2,1
31,2,0
203,2,0
99,4,0
274,2,1
248,2,0
377,3,0
378,3,1
403,4,0
343,2,1
30,2,1
372,2,1
187,3,0
351,2,0
236,4,0
434,2,0
32,4,0
462,3,1
233,2,0
256,2,0
271,4,0
228,2,0
199,4,0
463,2,0
192,4,1
363,3,0
369,4,1
238,2,1
153,4,0
385,2,1
245,4,1
156,3,0
61,4,1
65,3,1
278,4,1
65,4,1
360,4,1
256,3,0
477,2,0
110,3,0
66,4,0
209,3,1
59,4,0
40,4,1
160,2,0
320,2,0
381,3,1
334,3,0
302,2,0
261,3,0
91,4,1
153,3,0
87,3,1
154,3,0
247,3,0
166,2,0
384,2,0
367,2,1
378,2,0
450,3,1
362,2,1
158,2,0
225,2,0
46,4,0
154,4,0
337,4,0
417,2,0
167,2,0
207,3,1
179,2,0
239,3,0
157,2,1
357,4,1
190,4,1
282,3,0
181,2,1
259,4,0
282,4,0
436,2,1
72,2,1
284,4,1
303,4,1
89,2,1
217,2,0
148,3,0
108,3,0
24,3,1
76,4,1
485,3,1
137,2,1
244,3,1
433,2,1
290,4,0
125,3,0
246,3,1
495,2,1
14,4,0
423,3,0
426,4,1
13,2,1
373,4,1
247,4,0
236,2,1
224,3,0
373,3,1
361,2,0
120,3,0
288,3,0
439,2,1
438,4,0
113,4,1
81,4,0
405,4,0
2,2,0
468,2,0
7,3,1
484,2,0
99,2,1
77,3,0
180,4,0
128,4,1
98,4,1
164,3,1
40,2,0
397,2,0
310,4,1
410,4,0
312,4,0
146,3,0
145,4,1
330,3,0
294,2,0
137,4,0
126,4,0
374,2,1
476,4,1
109,4,0
167,4,0
335,3,0
491,4,0
431,2,1
330,4,1
340,3,1
317,2,0
406,2,0
447,2,0
280,2,0
216,3,1
309,2,0
430,4,0
31,4,0
56,4,1
336,2,1
83,2,0
199,2,0
1,4,1
364,4,0
23,4,1
1,3,1
155,3,0
251,2,0
349,4,0
252,4,1
32,2,1
499,3,1
35,2,0
263,4,0
352,3,1
322,2,1
481,3,0
267,4,1
461,4,0
324,4,0
150,3,0
45,2,1
194,2,0
214,4,0
160,3,1
373,2,0
308,3,0
200,4,1
387,3,1
169,3,0
440,4,0
368,3,1
273,2,0
405,2,0
432,2,1
389,2,0
74,4,1
10,2,0
197,2,0
6,4,1
39,2,0
46,3,1
182,3,1
53,4,0
32,3,0
3,4,0
41,2,1
173,3,1
262,4,0
224,4,0
154,2,1
471,3,0
250,3,1
159,2,1
352,4,0
167,3,1
379,2,0
45,3,1
365,4,0
302,4,1
172,3,1
95,3,0
388,3,1
234,2,0
197,4,1
304,4,0
196,2,1
434,4,1
387,2,0
486,2,1
126,2,1
490,4,1
133,3,0
263,2,1
204,3,0
313,4,0
399,4,1
220,2,1
433,3,0
65,2,0
453,3,1
200,3,0
77,2,0
288,2,1
275,2,1
218,3,0
331,3,0
312,3,0
265,4,1
321,4,1
100,3,0
350,3,1
9,4,0
75,2,0
458,2,0
374,4,0
96,3,0
16,4,1
114,4,0
422,2,1
309,3,1
320,4,1
293,3,1
215,4,0
348,3,1
342,2,0
252,3,0
456,2,0
491,2,0
26,2,1
438,3,0
310,2,0
481,2,1
123,2,1
206,2,1
16,2,0
253,3,0
219,4,0
73,3,0
366,2,0
63,4,1
4,4,1
293,4,1
390,4,1
212,3,1
211,3,0
459,3,0
109,2,1
322,4,0
183,3,0
469,2,1
71,3,0
59,2,1
189,2,1
439,3,1
340,4,1
169,2,1
227,4,0
269,4,0
375,3,0
333,2,0
210,2,1
316,3,0
134,4,0
355,3,0
33,3,0
405,3,1
301,4,1
122,2,0
69,2,1
449,2,1
462,2,1
185,3,1
138,3,1
22,2,1
319,2,0
321,2,0
409,2,1
396,4,1
334,4,0
226,4,0
353,3,1
217,4,1
275,3,0
442,2,0
210,4,0
8,2,0
105,4,1
289,3,1
74,2,0
171,4,1
321,3,0
443,2,0
441,3,1
19,2,0
298,4,0
8,3,1
409,3,0
305,3,1
213,2,0
155,2,1
466,2,1
494,4,1
293,2,0
385,4,1
52,4,0
116,2,1
57,4,1
292,3,1
146,2,1
67,2,0
331,4,1
141,4,0
480,2,1
178,2,0
5,3,1
394,3,1
6,2,0
470,2,1
49,4,0
69,4,0
68,4,0
141,2,0
222,4,0
489,4,0
186,3,0
442,4,0
2,4,1
475,3,1
191,3,0
110,4,0
59,3,0
187,2,0
316,4,1
239,4,0
481,4,1
26,3,0
290,2,1
472,2,0
460,2,0
276,3,0
0,4,1
456,3,0
140,4,1
392,2,0
182,4,1
249,4,0
428,4,1
485,4,1
453,4,1
346,3,1
94,2,0
475,4,0
480,3,0
3,3,1
175,4,0
393,3,0
261,2,1
458,4,1
179,4,1
16,3,0
14,2,1
397,3,1
288,4,0
274,4,0
42,2,1
443,3,1
96,2,1
237,3,0
364,3,1
315,2,0
370,2,0
58,2,0
56,3,1
280,4,1
426,2,0
61,3,0
114,3,1
180,3,1
246,2,0
193,4,0
428,3,1
448,3,1
323,4,0
272,4,1
48,2,0
416,4,0
369,3,1
296,3,1
93,2,1
116,4,1
298,2,1
44,2,0
437,3,1
371,2,1
291,4,0
482,2,0
101,2,0
400,3,1
140,2,1
368,4,1
327,4,1
442,3,0
60,2,0
386,3,0
408,2,1
98,2,0
127,4,1
387,4,1
351,3,1
326,2,0
361,3,0
394,2,0
12,2,1
359,2,0
416,2,0
407,2,0
237,2,1
97,2,0
471,2,1
259,2,0
254,3,0
173,4,1
48,4,1
21,2,1
258,3,1
235,3,0
378,4,1
81,3,0
129,3,0
119,3,1
168,2,1
242,2,1
13,4,1
454,4,0
449,4,1
18,2,1
315,3,1
493,4,0
273,4,1
14,3,0
25,3,0
452,2,0
289,4,1
202,3,1
238,4,0
23,2,0
201,3,1
335,2,1
101,4,1
255,4,0
135,3,1
425,2,0
166,3,1
87,4,0
205,4,1
97,4,1
131,2,0
441,2,0
485,2,0
209,4,0
151,3,1
51,4,1
384,3,1
295,2,1
343,4,1
400,4,1
375,4,1
82,4,1
186,4,0
418,2,1
473,3,1
272,2,0
193,2,1
118,4,1
13,3,1
377,2,1
347,4,0
414,4,0
12,3,0
310,3,1
435,4,0
403,3,1
120,4,0
413,3,1
483,3,1
430,2,0
432,3,0
307,4,1
84,3,1
184,4,0
435,2,1
353,4,1
391,2,1
149,3,1
19,3,0
374,3,1
64,2,0
26,4,1
107,4,0
434,3,0
209,2,1
438,2,1
454,2,1
88,2,0
77,4,0
80,2,0
295,3,1
3,2,1
41,3,1
178,4,1
194,4,0
497,3,1
436,4,0
134,2,1
105,2,1
332,2,1
220,3,0
40,3,0
319,4,1
208,4,1
80,4,0
492,3,1
431,3,1
39,3,1
348,2,0
142,2,1
111,2,1
139,3,1
423,4,0
132,4,0
343,3,1
140,3,0
51,2,0
215,2,0
284,3,1
168,3,0
486,4,0
161,4,1
412,2,1
286,3,1
130,2,1
50,3,0
464,3,1
150,2,0
149,4,1
324,3,0
487,2,1
448,2,0
359,3,1
119,4,0
115,4,1
291,3,0
118,3,0
211,2,0
297,3,1
420,4,1
496,3,1
325,3,0
276,4,1
407,3,1
130,3,1
410,3,0
480,4,0
225,3,1
406,3,0
381,4,1
285,2,1
388,2,0
60,4,0
353,2,1
241,4,1
4,3,0
468,4,1
269,2,0
447,4,0
344,3,1
358,3,1
410,2,1
144,2,1
311,2,0
208,3,1
308,2,1
263,3,0
128,3,1
467,2,1
35,4,1
477,4,1
124,4,1
426,3,1
234,3,1
208,2,0
56,2,0
188,2,0
345,4,1
471,4,1
7,4,1
171,3,1
61,2,0
305,4,1
346,4,0
46,2,1
137,3,1
366,3,1
338,3,0
188,4,1
229,3,1
37,3,0
268,4,0
390,3,1
376,3,1
112,2,0
348,4,1
245,3,1
365,2,1
323,2,0
459,2,0
55,2,0
413,2,0
111,3,0
407,4,1
386,2,1
189,3,1
82,3,1
55,3,1
240,2,0
495,4,0
