question,worker,answer
596_G00-36-3096775,input.uog01ctaialh,1
598_G18-46-1423681,input.CARROT2D,0
573_G00-01-2873865,input.ajouai0206,0
558_G01-38-1954876,input.thutd4,0
565_G27-37-1068609,input.ajouai0208,0
575_G34-60-0574378,input.UAmsT02WtA,0
583_G05-33-2529141,input.UniNEdi1,0
566_G26-47-3180361,input.uog03ctadqh,0
591_G26-68-0825071,input.UAmsT02WtTri,0
566_G28-39-0728612,input.icttd2,0
564_G07-09-1534114,input.UniNEdi3,0
555_G45-80-2522000,input.UniNEdi5,0
597_G36-20-2099468,input.TDwsdtfidf,1
583_G17-24-1979270,input.MU313,0
589_G28-48-1748645,input.uic0102,0
580_G19-95-0851123,input.MercureLynx,0
571_G23-07-4075593,input.uog04cta2dqh,0
590_G01-17-4061425,input.MU624,0
554_G00-91-3545253,input.csiro02td4,0
558_G21-30-2342636,input.TDtfidf,0
559_G01-64-3517270,input.TDwsdtfidf,0
595_G37-68-2380356,input.ibmHaifaT10D,0
552_G24-51-1176245,input.MercureLynx,0
591_G28-81-0481270,input.MU313,0
572_G11-45-1521737,input.icttd2,0
557_G00-71-3188574,input.thutd1,0
596_G13-39-3208549,input.csiro02td2,0
551_G14-00-2360030,input.thutd3,0
584_G16-76-1382053,input.csiro02td3,0
580_G00-10-2802807,input.csiro02td1,0
553_G28-02-2657778,input.pirc2Wd1,0
567_G00-32-3687377,input.uog03ctadqh,0
552_G11-78-4101077,input.ibmHaifaAP,0
572_G00-62-4066928,input.fduwt11o1,0
568_G14-10-3328540,input.CARROT2E,0
557_G43-40-2198657,input.thutd2,1
578_G27-89-0345830,input.fduwt11b0,0
560_G01-09-2698958,input.fduwt11o2,0
573_G08-17-3944668,input.pltr02wt5,0
589_G19-02-3644418,input.thutd2,0
566_G33-40-1008439,input.MercureLynx,0
593_G36-54-1388248,input.UniNEdi1,0
570_G22-47-2282553,input.ajouai0209,0
583_G32-42-0046969,input.uic0101,0
591_G09-46-1146793,input.icttd1,0
567_G04-44-2955917,input.MU313,0
564_G39-53-2236124,input.fduwt11t1,0
564_G40-85-1461224,input.uog01ctaialh,0
563_G16-94-3938190,input.MU525,0
600_G26-23-0675048,input.ajouai0208,0
555_G01-51-0988286,input.fduwt11t1,0
598_G36-57-1096398,input.uog01ctaialh,0
562_G01-50-3266384,input.ibmHaifaPR,0
573_G34-70-4014325,input.ajouai0207,0
567_G33-43-3146419,input.pltr02wt5,0
561_G39-27-1696127,input.fduwt11t1,0
588_G10-28-3441886,input.MU212,0
552_G43-13-2538762,input.ibmHaifaBase,0
555_G36-59-0089025,input.UAmsT02WtT,0
580_G01-35-2290690,input.CARROT2B,1
553_G16-04-3287923,input.fduwt11o2,0
597_G03-92-2550052,input.thutd1,0
588_G45-29-3818607,input.CARROT2B,0
556_G04-39-2226579,input.csiro02td4,0
562_G19-45-1377615,input.ibmHaifaPR,1
593_G31-64-2271566,input.Mercure,0
555_G44-72-1231458,input.MU111,0
600_G00-98-1766076,input.UAmsT02WtTri,0
562_G02-69-1553130,input.csiro02td1,0
596_G19-50-3113419,input.UAmsT02WtAri,0
571_G12-08-2898119,input.uog04cta2dqh,0
560_G24-08-1385547,input.UAmsT02WtA,0
564_G40-04-3750669,input.ibmHaifaBase,1
571_G17-93-2480496,input.UAmsT02WtAcs,0
583_G14-28-0558071,input.MercureLynx,0
570_G05-14-0844856,input.pirc2Wd1,0
551_G12-59-3798953,input.MU313,0
590_G06-12-3966845,input.uog05tad,0
592_G08-21-0449781,input.UAmsT02WtTri,0
594_G21-41-3708688,input.MU212,0
586_G45-63-2248202,input.thutd2,0
583_G44-78-0051233,input.UniNEdi4,0
600_G36-22-0313545,input.uic0104,0
598_G01-50-2949316,input.csiro02td5,0
559_G23-56-3887350,input.TDtfidf,0
572_G42-66-3401501,input.thutd2,0
590_G12-12-2490150,input.UniNEdi3,0
593_G31-30-3975480,input.pltr02wt2,0
568_G10-59-3901102,input.uic0104,0
572_G45-96-3213644,input.TDtfidf,0
579_G22-54-2046871,input.ibmHaifaT10,0
578_G29-66-4170091,input.UAmsT02WtTri,0
592_G32-74-1049204,input.csiro02td5,0
556_G13-64-3600833,input.Mercure,0
592_G12-42-2307512,input.ibmHaifaT10D,0
568_G04-05-3519331,input.UniNEdi3,1
596_G08-06-2741153,input.ajouai0208,0
579_G19-58-3757028,input.pirc2Wd2,0
562_G10-47-4120837,input.uog01ctaialh,0
