question,worker,answer
24,3,0
25,1,1
26,3,1
27,2,0
20,4,0
21,4,0
22,2,0
23,1,1
28,3,1
29,3,0
0,3,1
4,3,1
8,1,1
59,2,1
58,3,1
55,5,1
54,4,0
57,1,1
56,4,1
51,4,1
50,4,0
53,4,0
52,1,1
88,2,0
89,2,0
82,2,0
83,1,0
80,4,1
81,4,0
86,2,0
87,1,0
84,3,0
85,3,0
3,5,1
7,2,0
39,2,0
38,4,0
33,2,0
32,4,1
31,3,1
30,4,0
37,4,0
36,1,0
35,1,0
34,5,0
60,1,1
61,5,1
62,4,0
63,2,0
64,5,1
65,2,1
66,5,1
67,5,0
68,3,0
69,3,1
2,3,0
6,5,0
99,2,0
98,5,1
91,2,1
90,5,0
93,1,0
92,4,0
95,3,0
94,3,0
97,5,0
96,3,0
11,3,0
10,2,1
13,3,0
12,1,1
15,2,1
14,4,1
17,1,1
16,1,1
19,3,1
18,2,1
48,3,0
49,2,1
46,5,1
47,4,1
44,3,0
45,1,0
42,3,0
43,2,1
40,2,1
41,1,1
1,2,1
5,1,1
9,3,1
77,2,0
76,3,1
75,5,1
74,2,1
73,2,0
72,2,0
71,2,0
70,3,0
79,1,1
78,4,1
