question,worker,answer
344,3,0
344,1,1
0,3,1
0,4,1
346,1,0
346,3,0
347,1,1
347,4,0
340,1,0
340,3,1
341,3,1
341,1,1
342,1,1
342,3,0
343,4,1
343,1,1
348,4,0
348,1,0
349,1,1
349,3,0
298,3,0
298,4,1
299,1,1
299,3,1
296,4,0
296,1,1
297,4,1
297,1,1
294,4,0
294,3,1
295,3,1
295,4,0
292,1,1
292,3,0
293,1,1
293,4,0
290,1,1
290,3,0
291,3,0
291,4,0
199,4,0
199,3,1
198,1,0
198,4,1
195,3,0
195,1,0
194,3,0
194,1,0
197,3,1
197,4,1
196,3,1
196,1,1
191,3,1
191,4,1
190,3,0
190,1,0
193,1,1
193,4,1
192,3,0
192,4,0
270,4,0
270,1,0
271,1,1
271,3,1
272,1,1
272,3,1
273,1,0
273,3,0
274,1,0
274,3,0
275,1,0
275,3,0
276,4,1
276,3,0
277,3,0
277,1,1
278,4,1
278,3,0
279,4,0
279,1,1
449,1,0
449,4,1
448,1,0
448,4,1
443,1,0
443,3,1
442,4,0
442,1,0
441,3,1
441,4,1
440,1,1
440,3,1
447,3,1
447,1,1
446,1,0
446,3,1
445,3,0
445,1,0
444,4,0
444,1,1
108,4,0
108,1,0
109,3,0
109,1,0
102,1,1
102,4,0
103,1,0
103,4,0
100,4,1
100,1,0
101,1,1
101,4,0
106,4,0
106,3,1
107,3,1
107,4,0
104,3,1
104,4,1
105,3,1
105,4,1
39,1,1
39,3,1
38,1,0
38,3,0
33,1,0
33,3,1
32,3,0
32,1,0
31,3,0
31,1,0
30,4,0
30,1,1
37,1,1
37,4,1
36,3,0
36,4,1
35,4,0
35,1,0
34,1,0
34,4,1
438,4,0
438,1,1
439,1,0
439,3,0
436,4,1
436,3,1
437,3,1
437,1,1
434,4,1
434,3,0
435,4,0
435,1,1
432,1,1
432,4,0
433,1,0
433,3,0
430,1,0
430,3,1
431,3,1
431,4,0
339,1,1
339,3,1
338,4,1
338,1,0
335,3,0
335,4,1
334,4,1
334,1,1
337,1,1
337,4,0
336,4,1
336,1,1
331,4,0
331,3,1
330,1,0
330,3,1
333,1,0
333,3,0
332,3,1
332,1,0
345,3,0
345,1,0
6,4,1
6,3,0
99,3,0
99,4,1
98,1,0
98,4,1
91,1,0
91,3,0
90,1,1
90,3,1
93,4,0
93,1,1
92,3,1
92,1,1
95,1,0
95,4,0
94,1,0
94,3,0
97,3,1
97,1,1
96,4,1
96,1,1
238,4,1
238,3,0
