question,worker,answer
526_WTX056-B48-430,input.csiro0mwa1,0
545_WTX078-B04-191,input.irtLnut,0
507_WTX016-B45-166,input.ajouai0103,0
512_WTX042-B41-260,input.JuruPruned01,0
524_WTX057-B01-70,input.msrcn1,0
503_WTX001-B02-146,input.csiro0awa2,0
507_WTX044-B41-205,input.flabxtd,0
542_WTX096-B23-224,input.ajouai0103,0
530_WTX001-B33-213,input.pir1Wt2,0
542_WTX048-B47-298,input.fub01be2,0
534_WTX004-B39-56,input.UniNEn7d,0
519_WTX102-B46-197,input.ictweb10nl,0
524_WTX005-B32-189,input.fdut10wtl01,0
532_WTX039-B07-230,input.hum01tlx,0
509_WTX101-B09-371,input.flabxtd,0
511_WTX017-B13-149,input.UniNEt7dL,0
504_WTX102-B03-376,input.posnir01pt,0
543_WTX005-B07-36,input.Merxt,0
507_WTX066-B09-209,input.icadhoc3,0
518_WTX044-B37-29,input.apl10wc,0
545_WTX103-B30-163,input.irtLnut,0
521_WTX039-B26-160,input.Merxtd,0
516_WTX012-B19-29,input.jscbtawtl3,0
516_WTX015-B08-140,input.Merxt,0
539_WTX070-B06-319,input.csiro0awa1,0
506_WTX072-B08-17,input.hum01t,0
528_WTX041-B22-43,input.jscbtawtl4,0
515_WTX075-B41-25,input.apl10wd,0
542_WTX062-B29-2,input.csiro0awa1,0
523_WTX035-B25-156,input.ictweb10n,0
510_WTX073-B11-289,input.icadhoc1,0
544_WTX014-B03-412,input.JuruPrune005,0
504_WTX037-B36-26,input.jscbtawtl2,0
510_WTX035-B26-192,input.irtLnut,0
503_WTX045-B04-92,input.PDWTAHTL,0
531_WTX097-B45-314,input.pir1Wt2,0
531_WTX013-B45-347,input.Ntvfnx4,0
525_WTX009-B48-4,input.fub01ne2,0
541_WTX099-B38-194,input.iit01t,0
525_WTX022-B46-296,input.yeahdb01,0
509_WTX017-B36-277,input.PDWTAHWL,0
533_WTX075-B26-180,input.ARCJ0,1
549_WTX049-B17-45,input.ictweb10n,0
521_WTX015-B49-278,input.uncfslm,0
521_WTX028-B33-113,input.yeahtb01,0
535_WTX072-B05-27,input.PDWTAHWL,0
