question,worker,answer
clueweb09-en0007-24-16724,w3,0
clueweb09-en0007-24-16724,w2,0
clueweb09-en0007-24-16724,w4,1
clueweb09-en0007-24-16725,w14,1
clueweb09-en0007-24-16725,w8,1
clueweb09-en0007-24-16725,w3,0
clueweb09-en0006-85-33194,w8,1
clueweb09-en0006-85-33194,w1,1
clueweb09-en0010-92-14638,w2,1
clueweb09-en0010-92-14638,w4,1
clueweb09-en0010-92-14638,w3,0
clueweb09-en0009-89-11550,w1,1
clueweb09-en0009-89-11550,w3,0
clueweb09-en0009-89-11550,w2,1
clueweb09-en0007-39-24332,w29,1
clueweb09-en0007-39-24332,w42,1
clueweb09-en0007-39-24332,w1,1
clueweb09-en0007-24-16722,w1,1
clueweb09-en0007-24-16722,w3,0
clueweb09-en0007-24-16722,w20,0
clueweb09-en0002-83-28838,w3,1
clueweb09-en0002-83-28838,w6,1
clueweb09-en0002-83-28838,w54,1
clueweb09-en0002-83-28837,w3,1
clueweb09-en0002-83-28837,w7,0
clueweb09-en0002-83-28837,w51,1
clueweb09-en0010-89-22646,w35,1
clueweb09-en0010-89-22646,w3,1
clueweb09-en0010-89-22646,w30,1
clueweb09-en0007-39-22983,w30,1
clueweb09-en0007-39-22983,w29,1
clueweb09-en0007-39-22983,w28,1
clueweb09-en0002-83-28834,w6,1
clueweb09-en0002-83-28834,w12,1
clueweb09-en0002-83-28834,w3,1
clueweb09-en0011-28-14558,w4,0
clueweb09-en0011-28-14558,w13,1
clueweb09-en0011-28-14558,w6,0
clueweb09-enwp01-60-13332,w2,1
clueweb09-enwp01-60-13332,w3,0
clueweb09-enwp01-60-13332,w6,1
clueweb09-enwp00-86-13752,w1,1
clueweb09-enwp00-86-13752,w3,0
clueweb09-enwp00-86-13752,w58,1
clueweb09-en0009-26-15066,w4,1
clueweb09-en0009-26-15066,w59,1
clueweb09-en0009-26-15066,w3,1
clueweb09-enwp00-68-15168,w3,1
clueweb09-enwp00-68-15168,w14,0
clueweb09-enwp00-68-15168,w35,1
clueweb09-enwp00-47-25169,w27,1
clueweb09-enwp00-47-25169,w46,1
clueweb09-enwp00-47-25169,w55,1
clueweb09-enwp02-05-02572,w3,0
clueweb09-enwp02-05-02572,w1,1
clueweb09-enwp02-05-02572,w16,1
clueweb09-en0006-33-01020,w16,1
clueweb09-en0006-33-01020,w3,1
clueweb09-en0006-33-01020,w1,1
clueweb09-en0009-89-11534,w10,1
clueweb09-en0009-89-11534,w4,1
clueweb09-en0009-89-11534,w12,1
clueweb09-en0007-24-16951,w25,1
clueweb09-en0007-24-16951,w2,0
clueweb09-en0007-24-16951,w16,1
clueweb09-en0006-85-33159,w1,1
clueweb09-en0006-85-33159,w6,0
clueweb09-en0006-85-33159,w7,1
clueweb09-en0004-21-09258,w3,1
clueweb09-en0004-21-09258,w2,0
clueweb09-en0004-21-09258,w19,1
clueweb09-enwp00-52-24084,w6,1
clueweb09-enwp00-52-24084,w19,1
clueweb09-enwp00-52-24084,w25,1
clueweb09-en0009-89-11532,w8,1
clueweb09-en0009-89-11532,w3,0
clueweb09-en0009-89-11532,w10,1
clueweb09-en0002-28-00027,w1,1
clueweb09-en0002-28-00027,w6,0
clueweb09-en0002-28-00027,w4,1
clueweb09-enwp01-35-12260,w7,1
clueweb09-enwp01-35-12260,w1,1
clueweb09-enwp01-35-12260,w3,1
clueweb09-en0002-28-00025,w3,1
clueweb09-en0002-28-00025,w6,1
clueweb09-en0002-28-00025,w16,1
clueweb09-en0005-88-21628,w1,1
clueweb09-en0005-88-21628,w23,1
clueweb09-en0005-88-21628,w7,1
clueweb09-en0009-00-17769,w1,1
clueweb09-en0009-00-17769,w3,1
clueweb09-en0009-00-17769,w7,1
clueweb09-en0007-24-18145,w7,1
clueweb09-en0007-24-18145,w1,1
clueweb09-en0007-24-18145,w21,1
clueweb09-enwp02-21-13752,w18,1
clueweb09-enwp02-21-13752,w1,1
clueweb09-enwp02-21-13752,w4,1
clueweb09-en0001-05-15944,w4,1
clueweb09-en0001-05-15944,w3,0
clueweb09-en0001-05-15944,w7,0
clueweb09-en0005-88-21682,w1,1
clueweb09-en0005-88-21682,w19,1
clueweb09-en0005-88-21682,w3,0
clueweb09-en0007-64-05358,w3,1
clueweb09-en0007-64-05358,w38,1
clueweb09-en0007-64-05358,w6,0
clueweb09-en0000-37-12486,w3,0
clueweb09-en0000-37-12486,w1,1
clueweb09-en0000-37-12486,w7,1
clueweb09-en0010-89-22660,w2,1
clueweb09-en0010-89-22660,w34,1
clueweb09-en0010-89-22660,w33,1
clueweb09-en0007-39-16542,w3,1
clueweb09-en0007-39-16542,w1,1
clueweb09-en0007-39-16542,w20,1
clueweb09-en0011-78-02718,w20,1
clueweb09-en0011-78-02718,w1,1
clueweb09-en0011-78-02718,w7,1
clueweb09-en0011-89-08538,w6,1
clueweb09-en0011-89-08538,w7,1
clueweb09-en0011-89-08538,w19,1
clueweb09-en0006-85-33180,w1,1
clueweb09-enwp00-68-00450,w23,1
clueweb09-enwp00-68-00450,w7,1
clueweb09-enwp00-68-00450,w3,1
clueweb09-en0001-25-05147,w7,1
clueweb09-en0001-25-05147,w4,1
clueweb09-en0001-25-05147,w6,1
clueweb09-en0005-88-21592,w10,1
clueweb09-en0005-88-21592,w3,1
clueweb09-en0005-88-21592,w62,1
clueweb09-enwp00-16-18468,w3,1
clueweb09-enwp00-16-18468,w7,1
clueweb09-enwp00-16-18468,w50,1
