question,worker,answer
39,5,1
82,4,0
58,2,1
97,2,1
95,2,0
1,1,1
38,3,1
41,5,1
66,3,0
41,2,1
65,5,1
13,2,1
99,1,1
49,3,1
37,5,0
6,2,0
99,5,1
70,5,1
76,4,0
17,1,0
78,1,0
82,3,1
38,2,1
94,3,0
36,1,1
5,4,1
99,3,1
67,5,1
57,3,0
53,4,1
7,3,0
84,1,0
24,4,1
49,1,0
86,3,1
29,5,0
21,5,1
31,4,1
64,4,0
54,2,1
88,3,1
65,2,1
6,4,1
10,4,1
81,4,0
44,5,1
9,5,0
40,1,1
14,5,0
37,4,1
15,4,1
90,5,1
86,5,1
3,4,0
22,1,1
40,4,0
2,1,1
92,1,0
24,1,0
26,4,1
88,1,1
95,1,0
36,3,1
43,3,0
54,3,1
34,1,0
12,5,1
10,1,0
9,3,0
10,5,0
59,2,0
83,2,1
84,3,1
69,4,1
74,5,0
4,2,0
15,1,0
84,2,0
56,5,0
65,3,1
38,5,1
24,2,0
57,5,1
38,1,1
58,5,1
37,2,0
1,2,1
87,2,1
99,2,1
62,1,0
42,3,0
32,2,1
32,3,1
74,3,0
0,1,1
27,1,0
60,4,0
39,2,1
35,3,1
87,5,1
55,1,1
52,2,0
38,4,1
68,1,0
81,1,1
51,2,0
32,4,0
9,1,0
13,5,1
28,3,1
8,3,0
36,2,1
73,2,1
95,5,0
29,1,0
6,3,0
74,4,1
1,3,1
19,5,0
53,1,0
54,5,1
98,2,1
12,4,0
83,1,0
33,5,0
30,5,1
48,2,0
79,2,0
22,4,0
34,4,1
97,3,1
48,4,1
94,4,1
48,1,0
7,2,0
92,5,1
70,2,1
51,3,0
52,4,1
7,4,1
35,1,1
21,3,1
97,1,1
95,4,1
62,4,1
6,1,0
85,2,0
56,2,0
77,3,0
15,5,0
60,3,1
50,3,1
0,4,0
81,3,0
85,4,1
65,4,0
23,2,1
97,4,0
63,3,1
79,5,0
80,2,0
46,4,0
76,5,0
30,1,1
20,2,1
60,2,1
59,4,1
89,1,0
55,5,1
96,5,0
98,5,1
71,3,1
14,2,0
61,1,0
92,4,1
51,5,0
50,2,1
72,5,0
89,3,0
25,3,0
72,4,1
28,1,1
86,4,0
17,5,0
17,4,0
28,5,1
26,5,0
79,1,0
25,1,0
1,5,1
16,5,0
18,5,1
75,5,0
50,1,0
51,1,0
27,5,0
57,4,0
61,4,0
83,3,1
87,1,1
31,2,1
93,5,1
5,2,0
79,4,0
39,1,0
5,5,0
12,1,1
37,1,0
83,5,1
13,1,1
33,3,0
64,5,1
99,4,0
47,2,1
68,3,1
35,4,0
93,2,1
75,4,1
93,4,0
31,5,1
9,4,1
75,3,0
67,2,0
80,4,0
43,5,0
39,4,0
77,2,0
16,3,0
32,1,1
64,2,1
11,4,1
87,4,0
95,3,0
26,1,0
29,3,1
34,5,0
12,2,1
44,4,0
22,3,1
53,3,0
4,5,0
47,4,0
11,5,1
82,1,1
19,2,0
63,1,1
3,3,0
43,4,1
45,3,1
44,2,1
53,5,0
54,1,1
4,1,0
94,2,0
88,4,0
47,5,1
58,1,1
40,2,1
32,5,1
39,3,1
8,4,1
61,3,0
42,2,0
59,5,0
41,4,0
45,4,0
78,3,0
6,5,0
31,3,1
15,2,0
73,1,0
8,1,0
13,4,0
78,2,0
62,3,0
10,3,0
93,1,1
43,2,0
90,1,1
5,1,0
56,4,0
71,2,1
46,3,1
76,3,1
8,2,0
21,2,1
55,4,0
73,3,0
11,2,1
70,1,1
72,3,0
68,2,0
27,4,1
49,4,0
54,4,1
27,2,0
81,5,1
74,2,0
96,4,1
98,4,1
4,4,1
52,3,0
91,1,1
19,4,1
80,1,0
3,2,0
96,3,0
66,1,0
25,5,0
81,2,1
23,3,0
15,3,0
50,5,1
76,1,0
18,2,1
52,5,0
30,3,0
8,5,0
30,2,1
84,4,0
82,2,1
94,1,0
24,3,0
91,4,0
35,2,1
47,3,1
49,5,1
83,4,0
18,4,0
29,4,1
23,1,1
23,4,1
17,3,0
91,3,0
93,3,1
4,3,0
70,4,0
11,3,0
96,2,0
23,5,1
90,4,1
90,2,0
27,3,0
45,5,0
80,5,1
40,3,1
58,3,1
69,2,1
9,2,0
62,2,0
21,1,1
43,1,0
61,2,0
28,4,0
24,5,0
68,4,1
28,2,1
13,3,1
46,1,1
75,2,0
3,5,0
55,2,1
49,2,1
79,3,0
33,2,0
56,1,1
26,2,0
64,3,1
16,2,0
61,5,0
69,1,0
0,2,1
91,2,0
10,2,0
20,3,1
52,1,0
59,3,0
34,3,0
89,4,1
58,4,0
46,2,1
11,1,1
62,5,0
67,3,1
45,1,0
16,1,0
73,5,1
94,5,0
69,5,1
92,2,0
57,1,1
74,1,0
78,5,0
44,1,1
36,4,0
72,1,0
12,3,1
71,1,1
14,4,1
66,5,0
88,2,1
77,5,0
66,4,1
33,1,0
14,1,0
37,3,0
75,1,1
41,1,0
20,1,1
0,3,1
25,4,1
48,3,0
98,1,1
76,2,0
18,3,1
0,5,1
31,1,1
63,2,1
63,5,1
44,3,1
88,5,1
33,4,1
35,5,1
40,5,1
2,2,1
2,4,1
85,5,0
48,5,0
5,3,0
34,2,0
53,2,0
80,3,0
59,1,0
97,5,1
51,4,1
77,4,1
47,1,1
20,5,1
7,5,0
82,5,0
91,5,0
85,1,0
57,2,0
73,4,0
42,4,1
45,2,1
50,4,0
69,3,1
68,5,0
64,1,1
67,4,0
86,2,1
41,3,1
98,3,1
72,2,0
26,3,0
16,4,1
89,5,0
96,1,0
71,4,0
89,2,0
70,3,1
30,4,0
2,3,1
55,3,1
46,5,0
19,1,1
71,5,1
42,5,0
42,1,0
77,1,0
1,4,0
20,4,0
90,3,0
60,1,1
67,1,1
66,2,0
63,4,0
17,2,0
29,2,0
19,3,0
25,2,0
36,5,1
84,5,0
92,3,0
18,1,1
21,4,0
86,1,0
65,1,1
22,5,1
60,5,1
56,3,0
78,4,1
22,2,1
7,1,0
3,1,0
2,5,1
87,3,1
14,3,0
85,3,0
