question,worker,answer
24,4,1
25,3,0
26,4,1
27,1,0
20,2,1
21,5,1
22,1,1
23,2,1
28,3,1
29,5,0
0,1,1
4,2,0
8,3,0
59,2,0
58,2,1
55,1,1
54,2,1
57,3,0
56,5,0
51,2,0
50,3,1
53,4,1
52,2,0
88,3,1
89,1,0
82,4,0
83,2,1
80,2,0
81,4,0
86,3,1
87,2,1
84,1,0
85,2,0
3,4,0
7,3,0
39,5,1
38,3,1
33,5,0
32,2,1
31,4,1
30,5,1
37,5,0
36,1,1
35,3,1
34,1,0
60,4,0
61,1,0
62,1,0
63,3,1
64,4,0
65,5,1
66,3,0
67,5,1
68,1,0
69,4,1
2,1,1
6,2,0
99,1,1
98,2,1
91,1,1
90,5,1
93,5,1
92,1,0
95,2,0
94,3,0
97,2,1
96,5,0
11,4,1
10,4,1
13,2,1
12,5,1
15,4,1
14,5,0
17,1,0
16,5,0
19,5,0
18,5,1
48,2,0
49,3,1
46,4,0
47,2,1
44,5,1
45,3,1
42,3,0
43,3,0
40,1,1
41,5,1
1,1,1
5,4,1
9,5,0
77,3,0
76,4,0
75,5,0
74,5,0
73,2,1
72,5,0
71,3,1
70,5,1
79,2,0
78,1,0
