question,worker,answer
344,4,0
344,3,0
0,1,1
0,3,1
346,1,0
346,4,1
347,1,1
347,3,0
340,4,1
340,3,1
341,3,1
341,1,1
342,1,1
342,4,1
343,4,1
343,1,1
348,3,0
348,4,0
349,4,1
349,3,0
298,1,0
298,3,0
299,3,1
299,4,1
296,4,0
296,3,1
297,3,0
297,1,1
294,3,1
294,1,0
295,4,0
295,1,1
292,3,0
292,4,1
293,1,1
293,3,1
290,1,1
290,4,0
291,1,1
291,4,0
199,4,0
199,3,1
198,4,1
198,3,0
195,3,0
195,4,1
194,4,1
194,3,0
197,1,1
197,4,1
196,3,1
196,1,1
191,4,1
191,1,1
190,3,0
190,1,0
193,3,0
193,1,1
192,4,0
192,1,0
270,3,0
270,4,0
271,4,0
271,3,1
272,3,1
272,1,1
273,4,1
273,3,0
274,3,0
274,4,1
275,3,0
275,4,0
276,3,0
276,1,0
277,1,1
277,4,0
278,4,1
278,1,0
279,3,1
279,1,1
449,1,0
449,3,0
448,1,0
448,3,0
443,3,1
443,1,0
442,3,1
442,1,0
441,3,1
441,4,1
440,4,1
440,1,1
447,3,1
447,1,1
446,1,0
446,3,1
445,3,0
445,1,0
444,3,0
444,4,0
108,4,0
108,1,0
109,4,0
109,1,0
102,3,1
102,1,1
103,4,0
103,3,0
100,1,0
100,3,0
101,3,1
101,4,0
106,3,1
106,1,1
107,3,1
107,4,0
104,1,1
104,3,1
105,1,0
105,3,1
39,3,1
39,4,0
38,4,0
38,3,0
33,3,1
33,4,1
32,4,0
32,3,0
31,1,0
31,3,0
30,3,0
30,1,1
37,1,1
37,4,1
36,4,1
36,3,0
35,4,0
35,3,1
34,1,0
34,3,0
438,1,1
438,3,1
439,4,0
439,3,0
436,3,1
436,4,1
437,1,1
437,4,1
434,4,1
434,1,0
435,4,0
435,1,1
432,1,1
432,4,0
433,3,0
433,1,0
430,1,0
430,3,1
431,3,1
431,1,1
339,4,1
339,3,1
338,3,0
338,4,1
335,3,0
335,4,1
334,1,1
334,3,1
337,4,0
337,1,1
336,4,1
336,3,0
331,1,1
331,4,0
330,1,0
330,3,1
333,4,1
333,3,0
332,1,0
332,4,0
345,3,0
345,1,0
6,3,0
6,1,0
99,4,1
99,3,0
98,1,0
98,3,1
91,1,0
91,3,0
90,1,1
90,4,1
93,3,1
93,4,0
92,1,1
92,4,0
95,1,0
95,3,1
94,3,0
94,1,0
97,1,1
97,4,1
96,3,0
96,4,1
238,3,0
238,1,0
239,3,1
239,4,0
234,3,1
234,1,0
235,1,0
235,4,1
236,4,0
236,3,1
237,1,1
237,3,1
230,1,0
230,3,0
231,3,1
231,4,0
232,3,0
232,4,0
233,3,1
233,1,1
1,1,0
1,3,0
146,3,0
146,4,1
147,4,0
147,1,0
144,3,0
144,4,1
145,1,1
145,4,0
142,4,1
142,1,1
143,1,0
143,3,0
140,3,1
140,1,0
141,3,1
141,1,1
148,3,0
148,1,1
149,3,1
149,1,0
133,4,0
133,3,1
132,3,0
132,1,0
131,1,1
131,3,0
130,3,0
130,4,0
137,3,1
137,1,0
499,4,1
499,1,0
135,3,0
135,1,1
134,3,0
134,4,1
494,3,0
494,4,0
495,4,0
495,3,1
496,4,0
496,1,1
497,1,1
497,4,0
490,4,1
490,1,0
491,4,0
491,3,1
492,3,1
492,1,1
493,4,0
493,3,1
24,3,0
24,1,0
25,3,1
25,4,1
26,1,0
26,3,0
27,4,1
27,3,0
20,4,1
20,3,0
21,1,0
21,4,1
22,3,0
22,1,1
23,4,0
23,1,1
28,4,0
28,3,1
29,3,0
29,4,0
407,3,0
407,1,0
406,1,0
406,3,0
405,4,1
405,1,0
404,4,1
404,3,0
403,1,0
403,3,0
402,4,1
402,1,1
401,1,1
401,3,0
400,3,1
400,4,0
409,3,0
409,4,1
408,3,1
408,1,0
379,1,1
379,3,1
378,3,1
378,4,1
371,3,1
371,4,0
370,3,1
370,1,0
373,1,0
373,4,0
372,1,1
372,3,1
375,1,0
375,3,1
374,4,0
374,1,1
377,3,0
377,1,0
376,4,0
376,1,0
393,3,1
393,1,0
392,1,0
392,4,1
391,1,0
391,3,1
89,1,1
89,3,0
397,3,0
397,4,1
396,3,0
396,4,0
395,3,0
395,4,0
394,1,1
394,3,1
82,1,0
82,4,0
83,4,0
83,1,1
80,4,1
80,1,1
81,4,1
81,3,1
86,1,0
86,4,1
87,4,0
87,1,1
84,1,1
84,4,1
85,3,1
