question,worker,answer
clueweb09-enwp01-80-15167,worker-19,1
clueweb09-en0002-05-02107,worker-167,0
clueweb09-en0010-78-24755,worker-19,1
clueweb09-enwp01-20-18165,worker-19,1
clueweb09-enwp00-74-00093,worker-19,1
clueweb09-en0001-06-06340,worker-19,1
clueweb09-en0004-21-09258,worker-65,1
clueweb09-en0005-17-19372,worker-24,1
clueweb09-enwp00-86-13752,worker-94,1
clueweb09-enwp02-05-02568,worker-65,1
clueweb09-enwp01-61-18592,worker-65,0
clueweb09-enwp01-72-16940,worker-19,1
clueweb09-enwp00-68-00450,worker-65,1
clueweb09-enwp00-67-05672,worker-117,0
clueweb09-enwp02-21-13752,worker-95,1
clueweb09-en0005-52-09584,worker-24,1
clueweb09-en0008-61-36689,worker-110,0
clueweb09-en0000-81-14472,worker-24,1
clueweb09-enwp03-21-19882,worker-24,1
clueweb09-en0006-55-23347,worker-66,1
clueweb09-en0001-19-03616,worker-19,1
clueweb09-en0004-21-09263,worker-24,1
clueweb09-en0001-30-00090,worker-117,0
clueweb09-en0010-89-22660,worker-58,1
clueweb09-en0002-14-03672,worker-79,1
clueweb09-enwp00-71-18342,worker-8,1
clueweb09-en0001-18-32165,worker-19,1
clueweb09-en0008-83-13685,worker-107,1
clueweb09-en0000-08-14886,worker-171,1
clueweb09-en0004-19-02754,worker-104,0
clueweb09-en0001-86-30897,worker-65,0
clueweb09-en0000-08-14886,worker-217,0
clueweb09-enwp01-67-09360,worker-153,1
clueweb09-enwp00-87-03800,worker-19,1
clueweb09-en0000-71-00364,worker-171,1
clueweb09-en0007-94-02033,worker-13,1
clueweb09-en0001-21-04565,worker-51,1
clueweb09-en0008-94-20141,worker-107,1
clueweb09-en0007-64-05358,worker-24,1
clueweb09-en0004-50-16430,worker-65,0
clueweb09-en0001-77-17376,worker-116,1
clueweb09-en0001-89-28016,worker-117,0
clueweb09-en0007-09-21634,worker-74,1
clueweb09-enwp01-46-02509,worker-74,1
clueweb09-enwp01-80-15167,worker-66,1
clueweb09-enwp00-14-16598,worker-19,1
clueweb09-en0002-08-23998,worker-117,0
clueweb09-en0001-33-14613,worker-50,1
clueweb09-en0010-53-31026,worker-51,1
clueweb09-en0000-08-11901,worker-19,1
clueweb09-enwp00-71-18342,worker-49,1
clueweb09-en0003-73-24392,worker-231,1
clueweb09-en0006-06-12452,worker-74,1
clueweb09-en0004-74-03083,worker-58,1
clueweb09-en0006-01-20538,worker-96,0
clueweb09-en0001-24-29027,worker-48,1
clueweb09-en0002-49-15118,worker-19,1
clueweb09-en0006-70-04701,worker-19,1
clueweb09-en0000-82-20922,worker-117,0
clueweb09-en0005-78-12829,worker-66,1
clueweb09-en0003-47-02477,worker-96,0
clueweb09-en0009-14-24593,worker-163,1
clueweb09-enwp00-87-16083,worker-24,1
clueweb09-en0005-54-07125,worker-65,0
clueweb09-en0005-00-02884,worker-19,1
clueweb09-en0000-33-00000,worker-118,0
clueweb09-en0009-14-23510,worker-116,1
clueweb09-en0005-32-23887,worker-164,1
clueweb09-en0008-95-41067,worker-209,1
clueweb09-en0000-52-11942,worker-68,1
clueweb09-en0000-01-12053,worker-106,0
clueweb09-en0010-77-08144,worker-2,1
clueweb09-en0009-78-24292,worker-19,1
clueweb09-en0004-74-27822,worker-13,1
clueweb09-en0007-50-25136,worker-48,1
clueweb09-en0008-85-37761,worker-24,1
clueweb09-en0008-72-25616,worker-19,1
clueweb09-en0009-86-01892,worker-19,1
clueweb09-en0007-60-29595,worker-19,1
clueweb09-en0003-27-25448,worker-71,0
clueweb09-en0003-66-28136,worker-19,1
clueweb09-en0010-73-31714,worker-117,0
clueweb09-en0000-40-14370,worker-116,1
clueweb09-en0010-94-20856,worker-96,1
clueweb09-enwp01-53-08539,worker-66,1
clueweb09-en0003-89-12136,worker-19,1
clueweb09-en0005-17-19373,worker-65,0
