question,worker,answer
183,4,1
312,4,0
182,3,1
83,3,0
94,3,1
299,2,1
245,3,0
108,3,1
301,4,1
296,2,0
53,2,1
2,4,1
191,4,0
303,4,0
43,4,0
270,4,0
214,2,0
90,4,0
93,4,0
155,4,0
232,2,1
135,2,0
55,4,1
345,2,1
147,4,1
228,2,0
193,3,1
251,3,0
279,3,1
126,2,0
204,4,0
8,4,0
35,4,1
332,2,1
295,4,1
23,4,0
3,2,0
241,2,0
205,2,0
203,3,0
283,3,1
3,4,1
29,3,1
107,3,1
170,3,0
61,3,0
207,3,0
330,3,1
191,2,1
261,3,1
139,3,1
73,4,1
200,4,1
61,2,1
226,3,0
117,4,1
130,3,0
144,3,0
199,2,1
168,4,0
135,3,0
230,4,1
259,4,1
200,3,1
303,3,0
26,4,0
21,2,0
172,4,0
84,3,0
227,4,0
239,4,0
233,2,1
11,2,0
102,2,1
104,4,0
152,3,0
297,2,0
241,3,0
136,4,1
230,2,0
324,4,0
36,4,1
341,4,0
77,3,0
118,4,0
256,3,1
181,4,0
145,2,0
24,2,1
4,2,1
143,2,1
255,2,0
332,4,1
64,4,0
74,3,1
236,2,1
321,3,0
316,3,1
314,2,0
104,3,0
340,4,0
47,3,0
327,3,0
316,2,0
216,4,1
237,4,1
298,3,1
148,3,0
292,3,0
301,3,0
66,2,1
134,2,0
320,3,1
262,4,1
45,3,0
127,4,1
195,2,1
319,4,1
343,4,1
197,3,0
219,4,1
93,3,0
201,2,1
105,3,0
187,4,0
138,4,0
94,4,1
16,2,1
16,4,1
137,2,0
65,4,1
9,2,0
223,4,1
294,2,1
310,4,1
73,3,0
5,4,0
150,2,0
326,2,0
28,2,0
125,4,1
9,4,0
40,3,0
281,4,0
349,2,1
181,2,1
114,2,0
82,3,0
153,3,0
314,3,0
85,3,1
344,4,0
283,2,0
322,4,0
194,3,0
23,2,0
57,4,1
235,3,0
44,4,0
210,4,0
315,3,0
217,2,1
229,3,0
37,2,1
114,3,0
1,2,1
278,2,0
147,3,0
70,2,1
333,3,0
33,2,1
76,4,0
6,3,0
143,4,1
325,4,1
231,2,0
213,3,0
284,2,1
133,2,1
254,4,1
329,4,0
99,3,0
156,3,1
12,4,0
173,2,1
123,3,1
108,4,0
335,4,1
226,4,1
20,3,1
131,2,0
344,2,0
304,2,0
100,2,0
339,3,1
56,3,0
140,2,0
113,3,1
220,2,0
237,3,1
115,4,1
190,3,1
170,4,0
294,4,0
86,4,1
99,4,0
52,3,1
89,4,0
110,3,0
284,3,1
247,2,1
148,4,0
44,2,0
19,4,1
253,3,1
68,3,0
336,4,1
184,2,0
331,4,0
245,2,1
293,3,1
39,3,0
132,2,0
181,3,1
287,2,0
30,4,0
61,4,0
38,4,1
120,3,1
177,4,1
242,2,0
154,3,1
133,4,0
308,4,0
106,4,0
128,2,1
15,3,1
307,2,1
157,3,1
323,4,1
37,3,0
103,4,1
235,2,0
233,3,1
2,3,0
202,4,1
60,3,1
304,3,0
111,3,1
65,2,0
232,3,0
167,4,0
271,4,0
239,2,0
325,3,0
300,2,0
282,4,0
22,4,1
333,4,0
77,4,1
297,3,1
193,2,1
222,4,1
278,3,0
140,3,0
124,4,1
332,3,1
328,3,0
192,2,0
313,4,0
137,4,1
299,3,1
238,4,0
185,4,0
268,3,0
113,2,1
87,2,0
52,2,1
254,2,0
262,2,1
142,3,1
291,2,0
11,3,0
173,4,1
306,2,0
273,4,0
154,4,1
198,4,1
342,2,0
240,4,0
261,2,1
321,2,1
62,4,0
59,2,0
177,3,0
277,4,0
188,2,1
214,4,0
80,4,0
84,2,0
159,3,1
280,4,1
307,3,0
220,4,0
63,4,1
240,3,0
339,2,1
308,2,0
136,3,1
211,3,0
267,4,0
260,4,0
277,3,0
348,2,1
157,4,0
51,2,1
27,2,1
285,2,1
91,4,0
339,4,1
169,4,0
143,3,1
253,4,1
75,2,1
345,3,1
285,4,1
100,4,1
92,2,0
271,3,0
62,3,0
334,3,1
347,2,0
110,2,0
293,4,1
328,4,0
45,2,1
222,2,1
337,2,0
240,2,0
87,4,1
112,2,0
298,4,1
119,3,0
328,2,0
242,3,0
48,3,1
109,3,1
317,3,1
13,4,0
122,4,1
48,2,1
74,4,1
338,3,1
299,4,1
141,2,0
122,2,1
70,3,0
264,2,0
162,2,0
218,4,1
202,2,1
283,4,1
163,2,0
228,4,0
176,2,1
90,3,0
257,3,0
54,2,1
9,3,0
158,3,1
193,4,1
19,3,1
97,3,1
318,3,0
323,3,0
50,2,1
98,2,1
282,2,0
27,3,0
161,2,0
107,4,1
157,2,0
301,2,1
20,4,1
288,2,1
67,4,0
235,4,0
149,3,1
121,3,0
72,2,0
319,2,1
33,4,1
268,2,0
15,2,1
221,2,0
320,2,0
251,2,1
230,3,1
330,4,1
1,3,0
51,3,1
210,3,0
346,4,0
151,4,1
63,2,0
97,4,1
292,4,0
46,4,0
160,3,1
188,4,0
202,3,1
32,3,1
190,2,1
249,3,0
1,4,1
279,2,1
146,2,0
92,3,0
96,2,1
52,4,1
189,2,1
38,3,0
8,3,0
30,2,0
296,4,0
185,2,0
219,3,1
77,2,1
123,2,1
179,2,1
196,3,1
274,2,0
197,4,1
195,3,1
172,3,0
3,3,1
7,4,1
10,3,0
177,2,1
155,3,0
101,2,0
178,3,1
252,4,0
218,3,1
194,2,0
194,4,0
189,4,1
24,3,0
231,3,1
179,3,1
171,2,0
211,4,0
152,2,0
347,4,1
41,3,0
209,2,1
106,3,0
22,2,1
47,4,1
289,2,0
60,4,1
257,4,0
317,2,1
236,4,1
223,3,1
146,3,1
250,3,1
56,4,0
316,4,0
85,2,1
7,3,1
247,3,0
203,4,1
126,4,1
147,2,0
53,3,1
53,4,1
173,3,1
252,3,0
251,4,1
76,2,0
163,3,0
69,3,1
225,2,0
175,2,0
184,4,0
0,4,1
246,2,1
289,4,0
151,2,1
25,3,0
81,2,1
85,4,1
323,2,0
30,3,0
226,2,1
248,3,1
212,2,0
64,3,1
262,3,1
34,4,1
135,4,0
101,3,0
129,3,1
113,4,0
318,2,1
258,3,0
122,3,1
17,3,0
176,3,1
310,3,0
132,4,0
14,3,1
103,2,1
267,3,0
95,3,0
341,2,0
119,2,1
36,3,1
311,2,1
7,2,1
115,3,1
149,2,1
151,3,1
41,2,0
186,2,1
349,3,1
149,4,1
286,4,1
16,3,1
211,2,0
29,4,0
300,3,1
317,4,1
312,3,0
334,4,1
234,3,0
71,3,1
46,2,1
45,4,0
81,4,0
295,2,1
255,3,1
94,2,0
68,4,1
152,4,0
264,3,0
116,3,1
276,3,1
95,4,1
180,2,1
92,4,0
79,3,0
326,4,1
91,3,0
138,2,0
21,3,0
324,2,1
60,2,1
102,4,1
221,3,0
275,3,0
185,3,0
273,2,0
315,4,1
327,2,0
56,2,1
49,4,0
26,2,1
272,4,0
295,3,0
25,4,0
175,3,0
175,4,0
107,2,1
66,4,1
201,3,0
178,4,1
287,4,0
156,2,0
127,3,1
209,4,1
274,4,1
98,3,1
318,4,1
145,4,0
82,2,1
348,3,1
237,2,1
204,2,1
141,4,0
128,4,0
266,4,0
313,3,0
105,4,1
257,2,1
90,2,0
306,3,0
309,4,1
108,2,1
80,3,0
304,4,0
115,2,1
81,3,0
84,4,0
114,4,0
255,4,1
281,3,0
27,4,1
192,4,0
88,3,1
112,4,0
172,2,0
57,3,1
311,4,1
168,3,1
234,4,0
20,2,1
213,2,0
312,2,0
227,3,0
210,2,0
348,4,1
69,2,1
67,3,0
164,4,1
68,2,1
34,2,0
39,2,0
203,2,0
106,2,1
182,4,1
248,4,1
212,3,0
93,2,0
