question,worker,answer
351_FBIS3-10411,input.AntHoc01,0
351_FBIS3-10411,input.iit98ma1,0
351_FBIS3-10411,input.pirc8At,0
351_FBIS3-10411,input.gersh2,0
351_FBIS3-10411,input.uwmt7a0,0
351_FBIS3-10411,input.LNaTit7,0
351_FBIS3-10411,input.nsasgrp3,0
351_FBIS3-10411,input.APL985L,0
351_FBIS3-10411,input.nthu1,0
351_FBIS3-10411,input.ic98san4,0
351_FBIS3-10411,input.nectitechall,0
351_FBIS3-10433,input.acsys7as,0
351_FBIS3-10433,input.pirc8Ad,0
351_FBIS3-10433,input.fub98a,0
351_FBIS3-10433,input.mds98td,0
351_FBIS3-10433,input.ibms98b,0
351_FBIS3-10433,input.MerAdRbtd,0
351_FBIS3-10433,input.LIAClass,0
351_FBIS3-10433,input.FLab7ad,0
351_FBIS3-10433,input.nectitech,0
351_FBIS3-10433,input.mds98t,0
351_FBIS3-10433,input.iit98au2,0
351_FBIS3-10646,input.KD70000,0
351_FBIS3-10646,input.Brkly24,0
351_FBIS3-10646,input.MerAdRbtd,0
351_FBIS3-10646,input.unc7aal2,0
351_FBIS3-10646,input.LNaTitDesc7,0
351_FBIS3-10646,input.Brkly25,0
351_FBIS3-10646,input.kslsV1,0
351_FBIS3-10646,input.ok7am,1
351_FBIS3-10646,input.iit98au2,0
351_FBIS3-10646,input.FLab7at,0
351_FBIS3-10646,input.Cor7A3rrf,0
351_FBIS3-11106,input.jalbse013,0
351_FBIS3-11106,input.kslsV1,0
351_FBIS3-11106,input.bbn1,0
351_FBIS3-11106,input.tno7cbm25,0
351_FBIS3-11106,input.pirc8Aa2,0
351_FBIS3-11106,input.INQ503,0
351_FBIS3-11106,input.INQ502,0
351_FBIS3-11106,input.ok7as,0
351_FBIS3-11106,input.LNmanual7,0
351_FBIS3-11106,input.Cor7A1clt,0
351_FBIS3-11106,input.harris1,0
351_FBIS3-11107,input.KD70000,0
351_FBIS3-11107,input.nectitech,0
351_FBIS3-11107,input.jalbse012,0
351_FBIS3-11107,input.ibmg98c,0
351_FBIS3-11107,input.att98atde,1
351_FBIS3-11107,input.bbn1,0
351_FBIS3-11107,input.nttdata7At1,0
351_FBIS3-11107,input.att98atdc,0
351_FBIS3-11107,input.uoftimgu,1
351_FBIS3-11107,input.LNmanual7,0
351_FBIS3-11107,input.INQ502,1
351_FBIS3-10697,input.iowacuhk1,1
351_FBIS3-10697,input.Cor7A2rrd,0
351_FBIS3-10697,input.MerAdRbtnd,0
351_FBIS3-10697,input.ok7ax,1
351_FBIS3-10697,input.ibmg98c,0
351_FBIS3-10697,input.iit98au2,0
351_FBIS3-10697,input.ETHAB0,0
351_FBIS3-10697,input.ok7am,1
351_FBIS3-10697,input.acsys7as,0
351_FBIS3-10697,input.pirc8At,1
351_FBIS3-10697,input.LIAClass,0
351_FBIS3-10889,input.pirc8Aa2,0
351_FBIS3-10889,input.CLARIT98RANK,0
351_FBIS3-10889,input.Cor7A1clt,0
351_FBIS3-10889,input.uwmt7a0,0
351_FBIS3-10889,input.ic98san3,0
351_FBIS3-10889,input.INQ501,0
351_FBIS3-10889,input.MerTetAdtnd,0
351_FBIS3-10889,input.pirc8Ad,0
351_FBIS3-10889,input.ibmg98b,0
351_FBIS3-10889,input.uoftimgr,0
351_FBIS3-10889,input.nttdata7Al2,0
351_FBIS3-10551,input.Brkly25,0
351_FBIS3-10551,input.dsir07a02,1
351_FBIS3-10551,input.acsys7mi,1
351_FBIS3-10551,input.nectitech,0
351_FBIS3-10551,input.ic98san4,1
351_FBIS3-10551,input.CLARIT98CLUS,1
351_FBIS3-10551,input.att98atde,1
351_FBIS3-10551,input.nectitechall,0
351_FBIS3-10551,input.uwmt7a2,1
351_FBIS3-10551,input.iowacuhk2,1
351_FBIS3-10551,input.pirc8At,0
351_FBIS3-10464,input.uwmt7a0,0
351_FBIS3-10464,input.ETHAR0,0
351_FBIS3-10464,input.umd98a1,0
351_FBIS3-10464,input.acsys7as,0
351_FBIS3-10464,input.mds98t,0
351_FBIS3-10464,input.pirc8Aa2,0
351_FBIS3-10464,input.uoftimgu,1
351_FBIS3-10464,input.INQ501,0
351_FBIS3-10464,input.jalbse012,0
351_FBIS3-10464,input.lanl981,0
351_FBIS3-10464,input.mds98t2,0
351_FBIS3-10698,input.nectitechall,0
351_FBIS3-10698,input.ok7as,1
351_FBIS3-10698,input.MerTetAdtnd,0
351_FBIS3-10698,input.t7miti1,0
351_FBIS3-10698,input.acsys7as,0
351_FBIS3-10698,input.FLab7atE,0
351_FBIS3-10698,input.nttdata7Al0,0
351_FBIS3-10698,input.INQ503,0
351_FBIS3-10698,input.Brkly26,0
351_FBIS3-10698,input.nsasgrp4,0
351_FBIS3-10698,input.ETHAR0,0
