question,worker,answer
clueweb09-en0002-00-08101,w272,0
clueweb09-en0010-23-28469,w103,1
clueweb09-en0008-38-12862,w573,1
clueweb09-en0008-22-13930,w108,1
clueweb09-en0004-00-09620,w682,0
clueweb09-en0003-04-23086,w682,1
clueweb09-en0004-55-25162,w63,1
clueweb09-en0003-48-03697,w103,1
clueweb09-enwp00-86-22707,w280,1
clueweb09-en0007-90-29418,w514,1
clueweb09-en0004-02-22816,w756,1
clueweb09-en0008-70-20690,w320,1
clueweb09-en0002-05-37920,w236,1
clueweb09-enwp01-20-22951,w320,1
clueweb09-en0001-53-04818,w140,1
clueweb09-en0000-33-05298,w171,1
clueweb09-en0010-54-31423,w101,1
clueweb09-enwp01-96-17292,w103,1
clueweb09-enwp01-55-20717,w28,1
clueweb09-en0005-64-26884,w305,0
clueweb09-en0000-07-03034,w160,0
clueweb09-en0009-41-10775,w589,0
clueweb09-en0003-90-29738,w101,1
clueweb09-en0005-56-33055,w598,1
clueweb09-en0002-22-06837,w101,1
clueweb09-en0002-88-19840,w589,1
clueweb09-en0000-44-14738,w179,1
clueweb09-enwp03-01-08447,w280,1
clueweb09-en0000-02-07298,w153,1
clueweb09-enwp01-21-16726,w1,0
clueweb09-en0005-13-16135,w495,1
clueweb09-en0006-77-18063,w675,0
clueweb09-en0003-59-23000,w171,1
clueweb09-en0006-31-01926,w197,1
clueweb09-enwp03-10-16102,w324,0
clueweb09-en0009-47-22105,w312,1
clueweb09-en0000-58-11120,w152,1
clueweb09-enwp01-05-19892,w141,1
clueweb09-en0007-48-19919,w105,1
clueweb09-en0011-67-11105,w272,1
clueweb09-en0005-52-07383,w475,0
clueweb09-en0004-00-06286,w118,1
clueweb09-en0007-62-38164,w527,0
clueweb09-en0009-18-33033,w180,0
clueweb09-en0003-51-19313,w673,1
clueweb09-en0004-81-00981,w113,0
clueweb09-en0009-58-32749,w101,1
clueweb09-en0008-86-24671,w675,0
clueweb09-enwp00-09-01978,w399,0
clueweb09-en0003-51-19486,w101,1
clueweb09-enwp03-07-02003,w519,1
clueweb09-en0001-57-11872,w151,1
clueweb09-enwp01-15-02237,w324,1
clueweb09-en0005-53-05767,w475,0
clueweb09-en0003-03-34761,w113,1
clueweb09-en0001-59-04845,w121,0
clueweb09-en0006-29-00181,w682,0
clueweb09-en0007-55-10816,w683,0
clueweb09-enwp02-23-08653,w101,1
clueweb09-en0008-15-01798,w20,0
clueweb09-en0002-92-17179,w160,0
clueweb09-en0001-59-04849,w243,1
clueweb09-enwp00-66-11226,w695,0
clueweb09-en0009-52-17951,w160,0
clueweb09-en0004-15-28951,w718,1
clueweb09-en0002-75-08170,w682,1
clueweb09-enwp01-80-08675,w101,1
clueweb09-en0001-86-29489,w272,0
clueweb09-en0004-91-00626,w108,1
clueweb09-en0005-78-39862,w108,1
clueweb09-enwp01-12-00746,w174,1
clueweb09-enwp02-21-13752,w17,1
clueweb09-en0004-07-03790,w121,0
clueweb09-enwp01-32-16104,w32,0
clueweb09-en0003-60-00418,w642,1
clueweb09-en0000-81-14472,w42,1
clueweb09-en0006-81-10541,w151,1
clueweb09-enwp00-49-11175,w676,1
clueweb09-en0011-83-25449,w103,1
clueweb09-en0010-59-35965,w593,1
