question,worker,answer
24,3,0
24,2,0
24,5,1
24,4,1
25,1,1
25,4,0
25,2,1
25,3,1
26,2,1
26,5,0
26,1,1
26,3,1
27,3,0
27,1,0
27,5,0
27,4,1
20,5,0
20,1,0
20,2,0
20,4,0
21,5,1
21,1,1
21,3,1
21,2,1
22,2,0
22,4,1
22,5,1
22,1,0
23,1,1
23,5,1
23,4,1
23,2,0
28,3,1
28,5,0
28,2,1
28,4,0
29,2,0
29,5,1
29,4,0
29,3,0
0,3,1
0,1,0
0,4,1
0,2,1
4,4,0
4,2,0
4,5,1
4,1,1
8,5,1
8,2,1
8,4,1
8,3,0
59,5,0
59,3,1
59,2,1
59,1,1
58,1,1
58,5,0
58,4,0
58,3,1
55,1,1
55,5,1
55,4,1
55,3,0
54,2,0
54,1,0
54,3,0
54,4,0
57,2,1
57,3,1
57,1,1
57,5,1
56,4,1
56,3,0
56,2,1
56,1,1
51,2,1
51,4,1
51,5,0
51,1,1
50,5,1
50,4,0
50,2,1
50,1,0
53,5,1
53,2,1
53,1,1
53,4,0
52,5,1
52,4,0
52,1,1
52,3,1
88,3,1
88,5,1
88,4,1
88,1,0
89,3,0
89,4,0
89,1,0
89,5,0
82,3,0
82,2,0
82,1,0
82,5,0
83,3,1
83,2,0
83,1,0
83,5,1
80,3,0
80,1,0
80,2,0
80,4,1
81,4,0
81,3,0
81,1,0
81,5,1
86,1,0
86,4,0
86,2,0
86,3,0
87,2,0
87,3,0
87,4,1
87,5,0
84,3,0
84,5,1
84,1,1
84,2,1
85,4,0
85,1,0
85,3,0
85,2,0
3,4,0
3,1,0
3,2,1
3,5,1
7,2,0
7,5,0
7,4,0
7,1,0
39,4,1
39,2,0
39,5,1
39,1,0
38,4,0
38,2,1
38,3,0
38,1,0
33,4,0
33,5,1
33,1,1
33,3,1
32,2,0
32,3,0
32,1,0
32,4,1
31,2,0
31,1,0
31,3,1
31,5,0
30,5,1
30,4,0
30,3,1
30,2,1
37,1,1
37,2,1
37,4,0
37,5,1
36,5,0
36,1,0
36,2,0
36,4,1
35,5,0
35,4,1
35,2,0
35,1,0
34,2,0
34,1,0
34,4,1
34,3,0
60,5,1
60,4,0
60,1,1
60,3,1
61,2,1
61,4,0
61,1,1
61,5,1
62,3,1
62,2,1
62,1,0
62,5,1
63,1,0
63,2,0
63,3,1
63,5,0
64,4,1
64,5,1
64,2,1
64,1,1
65,1,1
65,5,1
65,2,1
65,4,1
66,2,1
66,3,1
66,1,1
66,5,1
67,3,0
67,4,1
67,2,0
67,5,0
68,5,1
68,2,1
68,4,0
68,1,0
69,1,1
69,2,1
69,3,1
69,5,1
2,5,1
2,3,0
2,1,0
2,4,1
6,3,0
6,2,0
6,5,0
6,4,0
99,2,0
99,4,0
99,1,1
99,3,1
98,5,1
98,4,1
98,2,0
98,1,0
91,2,1
91,5,1
91,4,0
91,3,1
90,1,0
90,2,1
90,5,0
90,3,1
93,4,0
93,2,1
93,3,0
93,1,0
92,5,0
92,1,0
92,2,0
92,4,0
95,3,0
95,5,1
95,2,1
95,4,0
94,4,0
94,3,0
94,2,1
94,1,0
97,4,0
97,2,0
97,1,0
97,3,0
96,2,0
96,4,1
96,5,0
96,3,0
11,4,1
11,5,0
11,1,0
11,3,0
10,5,0
10,4,0
10,2,1
10,1,0
13,3,0
13,4,0
13,1,1
13,5,0
12,3,1
12,4,0
12,5,1
12,2,1
15,3,1
15,4,0
15,2,1
15,1,0
14,4,1
14,5,0
14,3,0
14,1,0
17,4,0
17,5,1
17,3,1
17,2,1
16,2,1
16,4,0
16,5,1
16,3,1
19,1,1
19,5,1
19,4,0
19,3,1
18,5,1
18,4,0
18,2,1
18,3,1
48,1,0
48,5,0
48,2,0
48,3,0
49,2,1
49,5,1
49,4,0
49,3,1
46,1,1
46,3,1
46,4,0
46,2,1
47,3,0
47,4,1
47,5,1
47,2,0
44,3,0
44,2,0
44,5,0
44,1,0
45,4,0
45,1,0
45,3,0
45,2,0
42,2,0
42,3,0
42,5,0
42,1,0
43,3,1
43,5,1
43,4,0
43,2,1
40,3,0
40,4,1
40,5,0
40,2,1
41,2,0
41,5,0
41,1,1
41,4,1
1,1,1
1,3,1
1,5,0
1,4,1
5,4,1
5,3,1
5,5,1
5,2,1
9,5,1
9,2,1
9,4,0
9,3,1
77,3,0
77,1,1
77,5,0
77,4,0
76,1,1
76,4,0
76,2,1
76,5,1
75,1,1
75,2,1
75,4,0
75,3,1
74,1,1
74,3,1
74,4,0
74,2,1
73,2,0
73,5,1
73,3,0
73,1,1
72,1,0
72,3,0
72,5,0
72,2,0
71,3,1
71,1,1
71,5,1
71,4,1
70,3,0
70,4,0
70,5,1
70,1,0
79,3,0
79,4,1
79,1,1
79,2,0
78,5,1
78,4,1
78,1,1
78,3,1
