question,worker,answer
344,2,0
0,2,1
346,2,0
347,4,1
340,4,1
341,3,1
342,4,0
343,2,0
348,2,0
349,3,1
298,3,0
299,2,0
296,4,1
297,3,0
294,3,0
295,3,1
292,3,1
293,2,0
290,3,0
291,2,0
199,2,1
198,2,0
195,2,0
194,4,0
197,3,1
196,2,0
191,2,1
190,4,1
193,2,0
192,3,1
270,3,1
271,3,1
272,4,0
273,2,1
274,4,0
275,4,1
276,4,1
277,4,1
278,3,1
279,4,0
108,2,1
109,2,0
102,3,1
103,3,1
100,4,0
101,4,1
106,2,0
107,4,1
104,3,1
105,4,1
39,4,1
38,4,0
33,3,1
32,4,0
31,3,0
30,2,0
37,2,1
36,4,0
35,3,1
34,4,1
339,2,0
338,3,0
335,4,1
334,3,0
337,2,0
336,3,1
331,4,1
330,4,0
333,4,1
332,2,0
345,3,0
6,2,0
99,3,0
98,4,0
91,4,0
90,4,1
93,4,1
92,3,0
95,3,1
94,3,0
97,3,1
96,3,0
238,3,0
239,4,1
234,2,0
235,4,1
236,3,1
237,2,0
230,3,1
231,3,0
232,3,0
233,3,0
1,4,1
146,4,1
147,4,1
144,2,0
145,2,0
142,2,0
143,2,1
140,2,1
141,2,0
148,4,1
149,4,1
133,4,0
132,4,1
131,4,1
130,2,0
137,4,0
136,2,1
135,2,1
134,4,0
139,3,1
138,3,1
24,4,0
25,2,1
26,3,0
27,2,1
20,2,0
21,3,1
22,2,0
23,2,1
28,2,1
29,2,1
88,2,1
89,4,1
82,4,0
181,4,0
80,4,1
81,3,0
86,3,1
87,3,0
84,2,0
85,3,1
7,2,0
245,3,0
244,3,1
247,2,0
246,3,0
241,4,0
240,4,1
243,2,0
242,3,0
249,4,0
248,4,0
179,4,0
178,3,1
177,2,0
176,4,1
175,4,0
174,2,1
173,2,1
172,2,0
171,4,0
170,3,0
182,4,1
183,4,0
180,3,0
2,4,1
186,3,0
187,2,1
184,3,1
185,4,0
188,3,1
189,3,0
11,3,0
10,4,1
13,3,1
12,2,1
15,3,0
14,4,1
17,3,1
16,2,1
19,3,1
18,3,1
62,4,0
322,2,1
323,2,1
320,4,1
321,4,0
326,4,1
327,3,0
324,4,1
325,3,1
328,3,1
329,2,0
201,2,0
200,2,1
203,2,0
202,3,0
205,4,0
204,2,1
207,2,0
206,3,0
209,3,1
208,4,0
77,3,1
76,4,0
75,3,1
74,4,1
73,3,1
72,3,0
71,2,0
70,3,1
79,4,1
78,4,0
8,2,0
120,4,0
121,3,0
122,2,0
123,3,1
124,4,0
125,4,0
126,2,0
127,2,0
128,3,0
129,3,1
69,3,0
319,2,0
318,2,1
313,2,1
312,3,1
311,3,1
310,4,1
317,4,1
316,4,0
315,3,1
314,3,1
3,4,0
60,3,0
61,3,0
258,3,1
63,3,1
64,3,0
65,4,1
66,3,0
67,2,0
68,4,0
253,3,1
250,4,0
251,2,0
256,3,1
257,4,1
254,2,0
255,3,1
168,4,1
169,4,1
164,3,0
165,3,1
166,4,1
167,3,1
160,3,1
161,3,1
162,2,0
163,2,0
9,3,1
216,2,0
217,2,0
214,3,1
215,4,1
212,2,1
213,4,1
210,4,0
211,3,1
218,2,0
219,2,0
289,3,1
288,3,1
4,4,0
281,3,0
280,3,1
283,3,0
282,2,1
285,4,0
284,2,1
287,3,0
286,4,0
263,4,1
262,2,1
261,3,1
260,4,0
267,3,0
266,4,0
265,2,1
264,4,1
269,4,1
268,4,0
59,4,0
58,2,1
55,4,1
54,3,0
57,2,1
56,4,1
51,4,1
50,2,1
53,4,1
52,4,0
259,4,0
115,2,0
252,3,0
117,4,0
116,3,1
111,2,0
110,3,1
113,3,0
112,2,1
119,3,1
118,4,1
308,3,1
309,3,0
300,4,0
301,2,0
302,4,0
303,2,1
304,4,0
305,3,0
306,4,1
307,2,0
229,2,1
228,4,0
227,4,0
226,3,1
225,3,0
224,2,0
223,3,1
222,4,1
221,2,1
220,4,0
114,4,1
151,3,0
150,3,0
153,4,0
152,3,0
155,4,1
154,3,0
157,4,1
156,3,1
159,4,0
158,4,1
83,4,0
48,4,0
49,4,1
46,3,0
47,3,1
44,3,1
45,2,0
42,4,0
43,3,1
40,4,0
41,4,1
5,4,1
