question,worker,answer
24,4,0
24,1,0
24,3,1
25,3,1
25,4,1
25,1,1
26,1,1
26,4,1
26,2,0
27,2,1
27,4,0
27,5,1
20,5,0
20,3,0
20,1,0
21,1,0
21,3,0
21,4,0
22,5,1
22,4,1
22,3,1
23,5,1
23,3,0
23,2,1
28,5,1
28,4,0
28,2,0
29,2,1
29,5,1
29,1,1
0,1,1
0,4,1
0,5,1
4,2,1
4,5,1
4,3,1
8,2,1
8,5,1
8,3,1
59,2,0
59,4,1
59,5,1
58,4,1
58,3,1
58,5,1
55,1,0
55,4,1
55,3,1
54,5,1
54,3,0
54,2,0
57,5,0
57,3,0
57,1,0
56,3,1
56,5,0
56,4,1
51,4,1
51,1,0
51,2,1
50,3,0
50,4,0
50,2,0
53,4,0
53,2,0
53,3,0
52,2,0
52,4,0
52,1,0
88,3,0
88,2,0
88,4,0
89,4,0
89,3,0
89,5,0
82,4,1
82,1,1
82,3,0
83,4,0
83,3,1
83,1,1
80,1,0
80,5,0
80,4,1
81,3,1
81,1,0
81,5,1
86,1,0
86,2,0
86,4,0
87,2,1
87,3,0
87,1,0
84,5,1
84,4,1
84,3,1
85,5,1
85,2,1
85,1,1
3,1,1
3,4,0
3,5,0
7,3,0
7,5,1
7,4,0
39,3,1
39,4,1
39,5,1
38,1,1
38,3,1
38,5,0
33,5,0
33,1,0
33,2,0
32,4,0
32,5,1
32,2,0
31,1,1
31,3,1
31,5,1
30,5,1
30,4,1
30,3,1
37,2,1
37,1,0
37,4,0
36,2,0
36,4,0
36,1,0
35,3,1
35,4,0
35,5,0
34,4,1
34,1,0
34,2,1
60,2,0
60,1,0
60,3,1
61,4,0
61,5,0
61,3,1
62,3,1
62,2,0
62,5,1
63,2,1
63,4,1
63,5,1
64,5,0
64,3,1
64,1,0
65,1,1
65,5,1
65,4,1
66,3,0
66,2,1
66,4,1
67,2,1
67,1,1
67,4,1
68,1,0
68,3,1
68,2,1
69,4,0
69,2,0
69,5,1
2,1,1
2,3,1
2,5,0
6,1,1
6,4,1
6,5,1
99,2,0
99,1,0
99,5,1
98,5,0
98,2,1
98,4,0
91,1,1
91,2,1
91,5,0
90,4,1
90,1,1
90,2,1
93,1,1
93,4,1
93,5,1
92,2,1
92,3,1
92,5,1
95,3,0
95,2,1
95,5,0
94,3,0
94,5,1
94,4,1
97,5,0
97,1,0
97,4,1
96,2,0
96,4,0
96,5,0
11,3,1
11,4,1
11,5,1
10,5,1
10,3,1
10,1,0
13,3,0
13,1,0
13,5,0
12,4,0
12,1,0
12,2,1
15,5,0
15,3,1
15,4,0
14,1,1
14,3,0
14,4,1
17,4,1
17,5,1
17,3,1
16,1,1
16,4,1
16,3,0
19,4,1
19,3,1
19,5,1
18,5,1
18,3,0
18,4,0
48,1,0
48,4,1
48,5,0
49,3,1
49,4,1
49,5,1
46,1,0
46,2,1
46,3,0
47,4,1
47,2,1
47,3,0
44,1,0
44,2,0
44,4,1
45,2,1
45,4,1
45,5,0
42,1,0
42,5,1
42,4,1
43,5,1
43,4,0
43,3,0
40,3,0
40,1,1
40,4,1
41,4,1
41,5,1
41,1,1
1,4,1
1,1,1
1,2,0
5,2,1
5,3,1
5,4,1
9,2,1
9,1,1
9,4,1
77,5,1
77,2,1
77,4,1
76,1,1
76,2,1
76,5,1
75,2,1
75,4,1
75,1,1
74,5,1
74,2,0
74,4,0
73,2,1
73,1,1
73,5,0
72,2,0
72,1,0
72,3,0
71,3,0
71,2,0
71,4,0
70,4,1
70,5,1
70,3,1
79,4,0
79,1,1
79,2,1
78,4,1
78,3,1
78,5,0
