question,worker,answer
344,2,0
344,4,1
0,2,1
0,4,1
346,4,0
346,2,0
347,4,1
347,2,1
340,4,1
340,2,1
341,3,1
341,2,0
342,4,0
342,3,0
343,3,1
343,2,0
348,2,0
348,3,1
349,4,0
349,2,0
298,2,1
298,3,0
299,3,0
299,4,1
296,4,1
296,3,1
297,4,0
297,3,0
294,3,0
294,2,0
295,4,1
295,3,1
292,2,1
292,3,1
293,4,0
293,3,0
290,2,1
290,3,0
291,4,0
291,2,0
199,3,1
199,4,1
198,4,0
198,2,0
195,3,0
195,2,0
194,3,0
194,4,0
197,3,1
197,4,1
196,2,0
196,4,0
191,3,1
191,4,1
190,4,1
190,3,0
193,3,0
193,2,0
192,2,0
192,3,1
270,2,1
270,4,1
271,3,1
271,4,1
272,3,0
272,2,0
273,3,0
273,2,1
274,2,0
274,4,0
275,4,1
275,3,1
276,4,1
276,3,1
277,4,1
277,2,1
278,4,1
278,3,1
279,2,0
279,4,0
108,3,1
108,4,1
109,3,1
109,4,1
102,4,1
102,2,1
103,2,1
103,3,1
100,4,0
100,3,0
101,4,1
101,3,1
106,3,0
106,4,0
107,2,1
107,3,0
104,2,1
104,3,1
105,3,0
105,4,1
39,2,0
39,4,1
38,3,1
38,2,0
33,2,0
33,4,1
32,4,0
32,3,0
31,3,0
31,4,0
30,3,0
30,4,0
37,4,1
37,2,1
36,2,0
36,4,0
35,2,0
35,3,1
34,4,1
34,2,0
339,2,0
339,4,1
338,3,0
338,2,0
335,3,1
335,4,1
334,2,0
334,4,0
337,2,0
337,4,0
336,2,1
336,3,1
331,3,0
331,4,1
330,3,0
330,2,0
333,2,1
333,3,1
332,3,0
332,2,0
345,2,0
345,4,1
6,2,0
6,3,0
99,2,0
99,3,0
98,3,0
98,2,0
91,2,0
91,3,0
90,4,1
90,3,1
93,2,0
93,4,1
92,3,0
92,2,0
95,3,1
95,4,1
94,3,0
94,2,0
97,3,1
97,4,1
96,4,1
96,3,0
238,4,0
238,2,0
239,4,1
239,3,0
234,3,0
234,2,0
235,3,1
235,2,0
236,3,1
236,4,0
237,4,1
237,3,0
230,3,1
230,4,1
231,2,0
231,4,1
232,2,0
232,4,0
233,4,0
233,2,1
1,4,1
1,2,1
146,2,1
146,3,1
147,2,1
147,4,1
144,2,0
144,4,0
145,2,0
145,3,0
142,3,0
142,4,1
143,3,1
143,2,1
140,4,1
140,3,1
141,3,1
141,4,1
148,2,0
148,4,1
149,3,0
149,2,1
133,3,0
133,4,0
132,3,0
132,2,1
131,2,1
131,4,1
130,4,0
130,2,0
137,4,0
137,2,0
136,2,1
136,4,1
135,3,1
135,4,0
134,3,1
134,4,0
139,3,1
139,4,1
138,2,0
138,4,0
24,2,0
24,3,0
25,2,1
25,3,0
26,4,0
26,2,0
27,3,0
27,4,1
20,4,0
20,2,0
21,3,1
21,2,1
22,4,1
22,3,1
23,2,1
23,3,0
28,2,1
28,3,0
29,4,0
29,2,1
88,3,0
88,2,1
89,3,0
89,2,1
82,4,0
82,3,0
83,2,1
83,3,1
80,3,1
80,4,1
81,4,0
81,2,1
86,2,0
86,4,1
87,3,0
87,4,0
84,3,0
84,2,0
85,2,1
85,4,1
7,2,0
7,3,0
245,4,0
245,3,0
244,3,1
244,2,1
247,3,0
247,2,0
246,2,0
246,3,0
241,3,0
241,2,0
240,3,1
240,4,1
243,2,0
243,3,1
242,4,0
242,3,0
249,4,0
249,3,1
248,4,0
248,3,1
179,4,0
179,3,0
178,4,1
178,2,0
177,2,0
177,3,0
176,4,1
176,3,1
175,2,1
175,4,0
174,4,1
174,2,1
173,4,1
173,2,1
172,4,0
172,2,0
171,4,0
171,2,1
170,3,0
170,2,1
253,3,1
253,2,0
182,4,1
182,2,1
183,2,0
183,3,0
180,4,0
180,2,0
181,2,0
181,4,0
186,2,0
186,4,0
187,3,1
187,4,1
184,2,0
184,3,1
185,3,0
185,4,0
188,4,1
188,3,1
189,2,1
189,4,0
11,2,1
11,3,0
10,3,1
10,2,1
13,2,1
13,3,1
12,2,1
12,4,1
15,2,1
15,4,1
14,3,1
14,2,1
17,2,0
17,3,1
16,3,1
16,4,1
19,3,1
19,4,0
18,2,1
18,3,1
322,3,1
322,2,1
323,3,1
323,2,1
320,4,1
320,3,1
321,4,0
321,2,1
326,2,1
326,3,1
327,4,0
327,3,0
324,4,1
324,3,1
325,2,1
325,4,0
328,4,1
328,3,1
329,3,0
329,4,1
201,4,0
201,3,0
200,4,0
200,2,1
203,2,0
203,3,1
202,2,0
202,3,0
205,4,0
205,3,1
204,3,1
204,2,1
207,3,0
207,4,0
206,4,0
206,3,0
209,3,1
209,4,1
208,4,0
208,2,0
77,2,1
77,4,0
76,2,0
76,4,0
75,2,0
75,3,1
74,4,1
74,2,1
73,3,1
73,2,1
72,2,0
72,4,0
71,2,0
71,4,0
70,3,1
70,2,1
79,3,1
79,2,1
78,4,0
78,2,0
2,2,0
2,3,1
8,2,0
8,3,0
120,2,0
120,4,0
121,2,0
121,3,0
122,4,0
122,2,0
123,3,1
123,4,1
124,4,0
124,2,0
125,2,0
125,3,0
126,4,0
126,3,0
127,2,0
127,4,1
128,3,0
128,2,0
129,2,0
129,3,1
319,2,0
319,4,0
318,3,0
318,4,1
313,3,1
313,2,1
312,3,1
312,4,1
311,4,1
311,2,1
310,2,1
310,3,1
317,2,1
317,4,1
316,2,0
316,3,0
315,3,1
315,2,1
314,4,1
314,3,1
3,3,0
3,4,0
252,3,0
252,4,0
60,2,0
60,3,0
61,2,0
61,4,0
258,2,1
258,4,0
63,3,1
63,4,1
64,2,1
64,4,0
65,4,1
65,2,1
66,4,0
66,3,0
67,4,1
67,2,0
68,3,0
68,4,0
69,4,0
69,2,0
250,4,0
250,2,0
251,2,0
251,4,0
256,4,1
256,3,1
257,2,0
257,3,1
254,2,0
254,3,0
255,2,1
255,3,1
168,3,1
168,2,1
169,4,1
169,2,0
164,3,0
164,2,0
165,2,1
165,4,1
166,4,1
166,2,1
167,3,1
167,2,1
160,2,1
160,3,1
161,2,1
161,3,1
162,2,0
162,3,0
163,4,0
163,3,0
9,2,1
9,3,1
216,3,1
216,4,1
217,2,0
217,3,0
214,4,1
214,2,0
215,4,1
215,3,1
212,4,1
212,2,1
213,3,1
213,2,1
210,4,0
210,3,0
211,4,1
211,2,1
218,3,0
218,4,0
219,2,0
219,4,1
289,4,1
289,3,1
288,2,0
288,3,1
4,3,0
4,2,0
281,3,0
281,2,0
280,4,1
280,2,1
283,4,1
283,2,1
282,2,1
282,4,1
285,4,0
285,3,0
284,3,1
284,4,1
287,4,1
287,2,0
286,2,1
286,3,1
263,3,1
263,2,1
262,3,1
262,2,1
261,4,1
261,3,1
260,4,0
260,3,1
267,3,0
267,2,0
266,4,0
266,2,0
265,2,1
265,3,1
264,4,1
264,3,1
269,3,1
269,4,1
268,4,0
268,3,0
59,3,0
59,2,1
58,3,1
58,4,1
55,2,1
55,3,0
54,4,0
54,2,0
57,2,1
57,4,0
56,3,1
56,2,1
51,4,1
51,3,0
62,2,1
62,4,0
53,3,0
53,2,1
52,4,0
52,2,1
259,4,0
259,2,0
50,2,1
50,4,1
115,2,0
115,4,0
114,3,1
114,2,1
117,3,0
117,4,0
116,2,1
116,4,1
111,3,0
111,2,0
110,4,0
110,2,0
113,3,0
113,2,0
112,2,1
112,3,1
119,3,1
119,4,1
118,2,1
118,4,1
308,4,0
308,3,1
309,4,1
309,2,1
300,3,0
300,2,1
301,3,0
301,4,0
302,2,0
302,3,0
303,2,1
303,4,0
304,4,0
304,3,0
305,2,1
305,4,0
306,2,1
306,3,1
307,2,0
307,4,0
229,4,1
229,3,1
228,2,1
228,3,1
227,4,0
227,2,0
226,2,1
226,3,1
225,4,1
225,3,0
224,2,0
224,4,0
223,4,1
223,2,1
222,4,1
222,3,1
221,3,0
221,4,0
220,2,0
220,3,0
151,3,0
151,2,0
150,4,1
150,3,0
153,3,1
153,2,1
152,3,0
152,4,0
155,3,0
155,2,1
154,3,0
154,2,1
157,2,1
157,3,1
156,4,0
156,2,1
159,3,0
159,2,0
158,2,1
158,4,1
48,3,1
48,2,1
49,4,1
49,3,1
46,3,0
46,2,0
47,2,0
47,3,1
44,2,0
44,4,0
45,4,1
45,2,0
42,3,1
42,2,0
43,2,0
43,4,1
40,4,0
40,3,1
41,2,1
41,4,1
5,2,0
5,4,1
